FileName,Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
VirusShare_0b5640e1e927cfea6789bb7ef0dfcb30,332,0,0,0,4,0,0,281260,2,50,4,1048576,0,7132,0,0
VirusShare_0b5a884b7e1df68a69d903f5fc66374f,332,0,0,0,4,0,0,0,2,25,10,1048576,0,2983936,0,0
VirusShare_0b5c9b67c81290647a800f6a00f29891,332,0,0,0,5,0,0,8192,9,0,10,1048576,1024,3680,0,0
VirusShare_0b619b5e89f2d912623ebf3bcc703f92,332,0,0,0,5,0,0,16384,10,0,4,1048576,33088,19708,0,0
VirusShare_0b6326745e516532f8e59e730972ddf5,332,0,0,0,5,0,0,8192,9,0,5,1048576,0,43448,0,0
VirusShare_0b63ecc4d1e97e881d6c7f2336218021,332,0,0,0,4,0,0,0,0,252,4,1048576,0,50753,0,0
VirusShare_0b647af1000e44b5e7df9f12965ef075,332,0,0,0,5,0,0,16384,9,0,4,1048576,0,0,0,0
VirusShare_0b654afd0fc21a73402764559ea37216,332,0,0,0,5,0,0,4096,9,0,3,1048576,32768,4728,0,0
VirusShare_0b6812de6a6f9209f56ad67a45647d80,332,0,0,0,4,0,0,223380,2,50,5,1048576,0,576,0,0
VirusShare_0b68e428c829cfacf70ec74b1c75f120,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0,0
VirusShare_0b69eeab38b6a00ae262cc3b52cbedbb,332,0,0,0,4,0,0,278964,2,50,9,1048576,0,0,0,0
VirusShare_0b6a0fe4aef0d2905b091102807a42ca,332,28,41664,0,4,0,0,40960,7,10,5,1048576,0,25160,0,0
VirusShare_0b6a667eeb755ae61e3b01d6dc9cd812,332,0,0,0,4,0,0,98304,5,12,5,1048576,0,4208,0,0
VirusShare_0b6dfe55374313977ac33876011506e0,332,28,4624,0,4,54336,4238,136184,8,0,6,1048576,64,2362,0,0
VirusShare_0b6fa82d31b88c7f6e24a32e431ff89e,332,0,0,0,4,0,0,223380,2,50,5,1048576,0,576,0,0
VirusShare_0b6ff0b81d7d9576a4b1876d6854cad5,332,0,0,0,4,0,0,8192,7,10,4,1048576,0,5000,0,0
VirusShare_0b707825ce500072702c0220fcd3bc7c,332,0,0,5,8,390368,128,0,6,0,3,0,0,1048,0,0
VirusShare_0b710ef11df30e253950c36bb72694a0,332,0,0,0,4,0,0,354236,2,50,6,1048576,0,7132,0,0
VirusShare_0b7194365c61f6425a43c073daf6859d,332,56,119280,0,5,0,0,118784,11,0,5,1048576,33088,620472,0,0
VirusShare_0b73627a219ef6a8a09e2d19b2311970,332,28,4656,0,4,40688,4223,155236,8,0,5,1048576,0,0,0,0
VirusShare_0b737e01979565e3874b1bbc2f10e812,332,0,0,0,5,0,0,4096,9,0,3,1048576,32768,4728,0,0
VirusShare_0b73f3b5e9cd941b0375598fa4d793c4,332,0,0,0,4,0,0,266240,8,0,4,1048576,0,39616,0,0
VirusShare_0b7446b267a50db5a6515fe2876d22b0,332,0,0,0,5,0,0,8192,9,0,3,1048576,32768,1680,0,0
VirusShare_0b7479b2af68e8c4cecb249e7184e513,332,0,0,0,4,0,0,8192,6,0,3,1048576,0,14840,0,0
VirusShare_0b7817e24e14f485f9cacb4c394c8c19,332,56,119280,0,5,0,0,118784,11,0,5,1048576,33088,620472,0,0
VirusShare_0b7861d85a863230d8ef2ea862283644,332,0,0,0,5,0,0,77824,9,0,5,1048576,32768,86996,0,0
VirusShare_0b7a628509df4b6253cce75860f211f8,332,56,119280,0,5,0,0,118784,11,0,5,1048576,33088,620472,0,0
VirusShare_0b7bbbe398345da5a80ba89e1339dec0,332,0,0,0,4,0,0,0,2,25,6,0,1,2560,0,0
VirusShare_0b7c91ed99ab135aef30dd71843c02a8,332,0,0,7,7,334404,100,0,5,0,3,0,0,2424,0,0
VirusShare_0b7ddf9bcb87bd9925dace367b85ab50,332,0,0,0,4,0,0,4504,2,50,10,1048576,0,49852,0,0
VirusShare_0b7ee60630737c58f5434a1b17c23469,332,0,0,5,4,0,0,4096,6,0,3,1048576,0,2260,0,0
VirusShare_0b7fa305b57066885d7d70c96d51aae0,332,0,0,0,4,0,0,0,5,12,3,1048576,0,172,0,0
VirusShare_0b800543cc26bff83a3715887365fb1e,332,0,0,0,4,0,0,94208,5,12,5,1048576,0,4272,0,0
VirusShare_0b82b19db7b82e2d157322cc34542b9e,332,0,0,0,4,0,0,8192,6,0,6,1048576,0,1032,0,0
VirusShare_0b84c94f0f95325bd246f3862841a1a0,332,0,0,0,0,0,0,0,6,0,4,1048576,1,16777729,0,0
VirusShare_0b88c1b4f810d893fe99b710c3f4fb5c,332,0,0,11,4,0,0,4096,6,0,3,1048576,0,2360,0,0
VirusShare_0b8cad9f8d5917f4930eb02f0b2453f6,332,28,70176,0,4,0,0,69632,8,0,5,1048576,0,1456,0,0
VirusShare_0b8d7907f1b4390c1685649b1911939e,332,0,0,9,8,0,0,0,5,0,7,1048576,0,12060,0,0
VirusShare_0b8e1cb7fff4e0b8b60259cea9195949,332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0,0
VirusShare_0b8ea122e5846cd94195bbb2f43c35f4,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
VirusShare_0b8f6f33f9a0863b0f4c149282efd1fd,332,0,0,0,5,0,0,12288,9,0,5,1048576,0,0,0,0
VirusShare_0b93794cefb96db2b868ab2d33788430,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
VirusShare_0b93cf1d7f39c6225469c4c8b782b3d1,332,0,0,0,5,53248,262,32768,11,0,12,1048576,0,2544,0,0
VirusShare_0b974197a3a6e05f2e1d8077713cc3ac,332,0,0,0,4,0,0,0,6,0,3,1048576,0,14436,0,0
VirusShare_0b979cb7eb1e1921845c0a1dc67f4614,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
VirusShare_0b997d7878ec4527942c92bf5f352283,332,0,0,0,4,0,0,16384,4,0,3,1048576,0,505344,0,0
VirusShare_0b9b1bdf8ebca83eee06fe599a04b246,332,0,0,0,5,0,0,8192,9,0,5,1048576,1024,10392,0,0
VirusShare_0b9e34d538b086b4f23b360a2b303a43,332,0,0,0,5,0,0,4096,9,0,3,1048576,32768,976,0,0
VirusShare_0b9f590498ef229c8d2bfcadbf8aa36a,332,0,0,0,5,0,0,221184,9,0,4,1048576,0,0,0,0
VirusShare_0b9f72c0bd51220db604d88efa632c8f,332,0,0,0,4,0,0,0,8,0,8,1048576,0,1536,0,0
VirusShare_0ba0a79f06bd8c5d235fd5a8887e35ee,332,0,0,0,4,0,0,0,2,25,10,1048576,0,29696,0,0
VirusShare_0ba6e51cb43888e71c95443a49384240,332,0,0,0,4,0,0,8192,5,12,4,1048576,0,928,0,0
VirusShare_0ba7b67d849fc1cb8c5afe3f26cf7e01,332,0,0,0,4,0,0,0,2,25,3,1048576,0,5764,0,0
VirusShare_0ba9143d52ef13c480643ca0f133005a,332,0,0,0,4,0,0,32768,7,0,4,1048576,0,176196,0,0
VirusShare_0bae9a454befd85ceed074b9ba2232c5,332,0,0,4,4,0,0,4096,6,0,3,1048576,0,3228,0,0
VirusShare_0baf6b855426a8ed7a2f9eaf732b8690,332,0,0,0,5,0,0,24576,10,0,5,1048576,32832,161864,0,0
VirusShare_0baff43f1c605432758b38de913d4fea,332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0,0
VirusShare_0bb1f183dd4b8dc355b2bb434c8b1ab2,332,0,0,0,5,0,0,40960,9,0,3,1048576,32768,199216,0,0
VirusShare_0bb43a92a9ab85c68e42fae201ef5267,332,28,4320,0,4,0,0,4096,8,0,3,1048576,0,3932,0,0
VirusShare_0c66357f04082a8b148a2906c86f7f50,332,28,12496,0,4,0,0,16384,8,0,3,1048576,32768,18120,0,0
VirusShare_0e5ca24fb347c2a52e0ede701a7d96b0,332,0,0,0,4,0,0,8192,5,12,4,1048576,0,21332,0,0
VirusShare_0ef2598106c4c0b11d135737bffdf020,332,0,0,0,4,0,0,223380,2,50,5,1048576,0,576,0,0
VirusShare_13a06aa25dc879cf4594147b8e85cb6c,332,0,0,0,4,19392,71,4096,7,10,5,1048576,0,58888,0,0
VirusShare_17a850ffa262b2977c797528036fbf75,332,0,0,0,4,0,0,147456,8,0,4,1048576,0,32526,0,0
VirusShare_18be20fe58bfd7a68806c50324c51133,332,0,0,0,4,0,0,94208,6,0,4,1048576,0,28760,0,0
VirusShare_19061adceed55aa640560e7121daeee0,332,28,98960,0,5,0,0,98304,10,0,4,1048576,33024,1276,0,0
VirusShare_1bb56db35cfeb9b2778b647fc0268250,332,0,0,0,4,0,0,223380,2,50,5,1048576,0,576,0,0
VirusShare_1c50a517b683647bd7498c66c9942828,332,28,4288,6,6,0,0,4096,8,0,4,262144,33088,0,0,0
VirusShare_1e64721e3449042faac1c44e5381d8ff,332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0,0
VirusShare_2098eaf8a3cab3064ebaacb5bfc9c48f,332,0,0,0,5,0,0,126976,9,0,7,1048576,32768,175368,0,0
VirusShare_21450cdf5b7b9ec242562798c6c31a59,332,0,0,0,5,0,0,28928,0,255,5,1048576,1,813512,0,0
VirusShare_228de1583a8d28f6883960e2b9046889,332,0,0,6,1,0,0,0,2,25,8,1048576,32768,110736,0,0
VirusShare_233565e7ad783c50ab059f38c3a97dd0,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,1520,0,0
VirusShare_23a865b6ceea3a0c3e12ad66e3554943,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
VirusShare_3558de38109cce3e76842bbdaaf9d6c7,332,0,0,8,10,0,0,0,6,0,7,1048576,0,58732,0,0
VirusShare_35905581764995b0257dc187aa17cc40,332,0,0,0,4,0,0,0,0,255,6,1048576,2,295942,0,0
VirusShare_37ad96fc8633e99686917e737a39943b,332,0,0,5,5,417776,144,368640,11,0,5,1048576,64,16,0,0
VirusShare_3a859a262b2b4dd3102456071c9c90cc,332,56,143488,0,4,144368,193,143360,5,12,5,1048576,0,880,0,0
VirusShare_3b8326bdd066ca940f2fbbc23ea35c66,332,0,0,0,5,0,0,28672,9,0,7,1048576,32768,12984,0,0
VirusShare_3edd3e77f0447c560ae517746a0100b3,332,0,0,0,4,0,0,0,8,0,5,1048576,0,201416,0,0
VirusShare_40f0591b4358892427511912cfdbac30,332,0,0,0,4,72992,398,45056,11,0,5,1048576,0,59024,0,0
VirusShare_41258d2916c4cc1d06320d8a84f34493,332,0,0,0,4,0,0,223380,2,50,5,1048576,0,576,0,0
VirusShare_44bca4965cb94d1f1c6895c383db59e0,332,0,0,8,6,318128,68,0,8,0,3,0,0,2532,0,0
VirusShare_4547ee51d1fc965f0c982b7d67701772,332,0,0,0,4,31776,71,4096,7,10,5,1048576,0,58888,0,0
VirusShare_4bf3845d2fea32a04d27624653f6b4a2,332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0,0
VirusShare_4f488a09e2895c4184cc451e95da0599,332,0,0,0,5,0,0,212992,9,0,4,1048576,0,0,0,0
VirusShare_539a2219b11a2ecf4c85dedded324c53,332,0,0,0,4,0,0,270784,2,50,9,1048576,0,0,0,0
VirusShare_57263b8713263388ea9e62e9b2178e0f,332,0,0,0,5,0,0,12288,9,0,5,1048576,0,43448,0,0
VirusShare_57d28b83311f3cf77ee24783d5ab1a34,332,0,0,0,5,0,0,12288,9,0,4,1048576,0,0,0,0
VirusShare_58bb90b3277b8917ec796820a1b4a890,332,0,0,0,4,0,0,8192,6,1,4,1048576,0,1968,0,0
VirusShare_59054fd25e18202bad7192680b08a077,332,0,0,0,5,0,0,94208,9,0,4,1048576,32768,0,0,0
VirusShare_59fb0ae5091a8abd8e48c4055a52e053,332,0,0,0,4,0,0,281700,2,50,4,1048576,0,7132,0,0
VirusShare_5c3b0a34b7c8070c0b6ed137f9c88250,332,0,0,0,4,0,0,20480,8,0,4,1048576,0,4252,0,0
VirusShare_5f63290395b0e011f6341ee06087e46e,332,0,0,0,4,0,0,112380,2,50,7,1048576,0,2364,0,0
VirusShare_6153e67b4d53b0efc02bcf97903d24c7,332,0,0,0,5,0,0,73728,9,0,9,1048576,32768,6912,0,0
VirusShare_61e55921a216afe3775810735f8fba17,332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0,0
VirusShare_64acc031f1ad429fa314aed4a850ba10,332,0,0,0,14,32832,2798,643586,45,37,11,1048576,0,25508,0,0
VirusShare_697556f97abe3e8ebba1c292fe0431a0,332,0,0,0,4,0,0,0,0,252,4,1048576,0,50753,0,0
VirusShare_6b5c4a357fa23af4e70093f735403bf3,332,0,0,0,4,0,0,424324,2,50,3,1048576,0,0,0,0
VirusShare_6d6cac3c2d4b981d586161061d8edd6e,332,0,0,0,4,0,0,32768,7,0,4,1048576,0,174676,0,0
VirusShare_6ecbe5c6a69327afed31a27d910932b0,332,0,0,0,5,0,0,245760,9,0,4,1048576,32768,77948,0,0
VirusShare_6f6d808dd70c0c55ea1fc2d14a94b8a0,332,0,0,0,4,101408,71,98304,8,0,6,1048576,64,1288,0,0
VirusShare_7370a75e25492ffc33aaa0b3f93d4470,332,0,0,0,5,0,0,16384,10,0,4,1048576,33088,19708,0,0
VirusShare_7920c60b87129a3eb12bc971f56353ce,332,0,0,0,5,0,0,0,10,0,5,1048576,33088,34876,0,0
VirusShare_796b102c343a7c2f1a4e7a29fa093a62,332,0,0,0,5,0,0,184320,9,0,6,1048576,0,4056,0,0
VirusShare_79f80e34b1857d5b0eb196152eb32699,332,0,0,0,5,0,0,8192,9,0,4,1048576,32768,976,0,0
VirusShare_7aa246d22d07a366686af0b256e223cd,332,0,0,0,4,0,0,98752,2,50,3,1048576,0,0,0,0
VirusShare_7cb0792b161f53fc13e02fdeda4e4c00,332,0,0,0,5,0,0,45056,9,0,5,1048576,32768,51912,0,0
VirusShare_81ff324d2023d8ecb98a127b87d51450,332,0,0,0,4,0,0,0,2,25,8,1048576,0,8272,0,0
VirusShare_8425f28f96c15c6cdc7a33e7065f0230,332,28,77824,0,8,98476,91,49152,35,26,11,1048576,0,1932,0,0
VirusShare_8639193b72fc66ed57ab6ba3cc5291c0,332,0,0,0,4,22944,48,20480,8,0,5,1048576,0,40556,0,0
VirusShare_8dbddd360de3a7aae112686a777c7656,332,56,119280,0,5,0,0,118784,11,0,5,1048576,33088,620472,0,0
VirusShare_8fccfd01aaad31b8081228a376f6cf51,332,28,34608,0,5,0,0,57344,9,0,5,1048576,33088,45520,0,0
VirusShare_9146b51107a0a9b774a23ac985960515,332,0,0,0,4,0,0,16384,8,0,4,1048576,0,58904,0,0
VirusShare_9213073f63c1542315acdad27c0b8b78,332,0,0,0,4,0,0,16384,8,1,6,1048576,0,33384,0,0
VirusShare_924dd20216cffc2171b6af76305f5723,332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0,0
VirusShare_97f2b78c39909c947e456a8a9c7b42f2,332,28,1093632,0,4,0,0,1098208,7,10,6,1048576,0,2336,0,0
VirusShare_9b8c8a75a0aa189767d562d603516054,332,0,0,0,4,0,0,102400,6,0,4,1048576,0,19312,0,0
VirusShare_9c561092d33ec9c55bc718c378341751,332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0,0
VirusShare_9f46af0d2ff28ec0b7bbb07a6b6dfa65,332,0,0,0,5,0,0,4096,9,0,4,1048576,0,3680,0,0
VirusShare_a16a1326190655f327850b89d59080d9,332,0,0,0,4,0,0,0,5,12,3,1048576,0,103852,0,0
VirusShare_a5a65c86c072d8f9ac1061a48c15a50e,332,0,0,0,4,31520,71,4096,7,10,5,1048576,0,13048,0,0
VirusShare_acddaebaf9fcc8ccf276366be771f210,332,0,0,0,4,0,0,8192,6,1,4,1048576,0,1968,0,0
VirusShare_adea07f9bc9a0c4e1541a8382a0e0c94,332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0,0
VirusShare_b030a7130ad14ac3762c6f35e6e7e5bf,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
VirusShare_b1e80ba8cd43ec19ecf148fb508cc580,332,28,57776,0,4,116064,328,57344,2,56,4,1048576,0,0,0,0
VirusShare_b2a06c7a38cbda60f1c312bc584c0b33,332,0,0,0,4,0,0,0,0,57,2,0,1,174,0,0
VirusShare_b4d7eb534aa2413cba9e33b0418786ee,332,0,0,9,9,241664,65,0,7,1,11,0,0,70976,0,0
VirusShare_b562746a8c97f88032d317fbbbd2ac95,332,0,0,0,5,0,0,16384,10,0,4,1048576,33088,19482,0,0
VirusShare_b5b9838b46ebded1cab41ee80646c15e,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
VirusShare_b878b7948c2fd2fad1ef3c995464b5f0,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0,0
VirusShare_bb592f367900819d66e689e1cf1f9880,332,28,565248,0,4,663168,342,557500,7,10,6,1048576,0,18176,0,0
VirusShare_be17879fdfccf6d9ec674b9eb8d7b598,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
VirusShare_c08b192525cdf032d0b328c8dc0ec089,332,0,0,3,5,0,0,0,4,1,8,1048576,33088,39428,0,0
VirusShare_c1ed2c8a53d35f37370b26adb1081036,332,0,0,0,5,0,0,4096,9,0,6,1048576,0,2096,0,0
VirusShare_c91b6dca7c71c4dbcbe0402f73330b8e,332,28,5008,0,4,0,0,4096,10,0,2,1048576,32832,0,0,0
VirusShare_cea84d891d74704a0a5352c669061872,332,0,0,0,5,0,0,4096,9,0,4,1048576,32768,1520,0,0
VirusShare_cfe093395215bab9491fa7e8b74485f4,332,0,0,1,4,256,0,0,6,0,5,1048576,0,69496,0,0
VirusShare_d74e717031739147eb1f891d33bd7caa,332,0,0,4,4,0,0,0,6,0,3,1048576,0,2480,0,0
VirusShare_dc87211d948e14a32558129345536648,332,0,0,0,4,0,0,0,5,12,4,1048576,0,1352,0,0
VirusShare_e101903575b41830b942d4d42421392e,332,0,0,5,9,382284,160,0,7,0,3,0,0,1156,0,0
VirusShare_e3a2c0f354bb327809a3696cb188c692,332,0,0,0,4,0,0,0,2,25,8,1048576,0,202016,0,0
VirusShare_e8679276e4c35acbe643ede4637b1ae3,332,0,0,0,4,0,0,412448,2,50,8,1048576,0,8368,0,0
VirusShare_ea9219d75831a462038f2933406a5926,332,0,0,0,5,0,0,106496,9,0,8,1048576,0,392,0,0
VirusShare_ee7017f3a263bc77f03e8f689c5b3225,332,0,0,0,5,0,0,0,10,0,4,1048576,32768,28180,0,0
VirusShare_f229782de07742279b47fa23d3e103af,332,0,0,7,8,0,0,0,7,0,3,1048576,0,2532,0,0
VirusShare_f334e86c8670a04ca5e01222e4b7ef7c,332,0,0,0,5,0,0,4096,9,0,3,1048576,32768,4728,0,0
VirusShare_f867345cb399dd6642bd74c7a222fb2e,332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0,0
VirusShare_fa04f485cf98c70e8fc6ac9965ad3050,332,0,0,0,4,57776,142,45056,11,0,5,1048576,0,26428,0,0
VirusShare_fadf3f51b8ee64c8a72717e400b6152f,332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0,0
VirusShare_fb90a0eb688b677b236f3765e5d90d56,332,0,0,0,4,130992,70,4096,8,0,4,1048576,0,2328,0,0
VirusShare_feb904ceaede6f305075b1af5ef8ca04,332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0,0
VirusShare_fff258f5bdb9e2c3504a6e05c56a8246,332,0,0,0,4,0,0,15096,2,50,6,1048576,0,1636,0,0
