,Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
658,332,28,537804,0,4,0,0,8192,11,0,3,1048576,34144,1568,0,1
659,332,56,67176,0,5,0,0,4096,9,0,4,1048576,32832,195556,0,1
660,34404,0,0,0,4,0,0,33636,2,27,11,2097152,0,5032,0,1
661,34404,0,0,0,4,0,0,70488,2,25,9,2097152,0,0,0,1
662,34404,56,58480,10,10,0,0,45056,12,10,8,524288,49632,2304,0,1
663,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
664,34404,56,33984,10,10,0,0,28672,12,10,6,524288,49504,1056,0,1
665,34404,0,0,0,4,0,0,50644,2,27,11,2097152,0,5000,0,1
666,34404,0,0,0,4,0,0,37676,2,27,11,2097152,0,5040,0,1
667,34404,56,29776,10,10,0,0,24576,12,10,6,524288,49504,2416,0,1
668,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
669,34404,28,37856,0,5,0,0,36864,9,0,6,1048576,33088,149800,1,1
670,332,28,247080,0,4,0,0,8192,11,0,3,1048576,34144,26860,0,1
671,34404,0,0,0,4,0,0,214192,2,25,9,2097152,0,0,0,1
672,34404,0,0,0,4,0,0,38172,2,27,11,2097152,0,5000,0,1
673,34404,28,250944,0,5,0,0,249856,10,0,6,1048576,33088,1632,0,1
674,332,28,45600,0,5,0,0,45056,9,0,5,1048576,33088,120856,0,1
675,34404,28,49352,0,4,0,0,0,11,0,2,4194304,34144,1600,0,1
676,34404,56,13312,10,10,0,0,12288,12,10,7,524288,49504,53760,0,1
677,34404,0,0,0,4,0,0,46380,2,27,11,2097152,0,5016,0,1
678,34404,0,0,0,4,0,0,37672,2,27,11,2097152,0,5016,0,1
679,34404,0,0,0,4,0,0,51084,2,27,11,2097152,0,4984,0,1
680,34404,56,37792,10,10,0,0,33056,14,0,6,524288,49504,112816,0,1
681,34404,28,99248,0,5,0,0,98304,10,0,6,1048576,33088,976,0,1
682,34404,28,209408,0,6,0,0,172032,14,16,5,1048576,33120,0,0,1
683,34404,28,48028,0,4,0,0,0,11,0,2,4194304,34144,12192,0,1
684,34404,56,372064,10,6,0,0,368640,11,0,6,1048576,33120,1508,0,1
685,34404,28,196608,0,4,0,0,255164,2,30,9,2097152,32768,1256,0,1
686,34404,0,0,0,5,0,0,131072,9,0,5,1048576,32768,436,0,1
687,34404,0,0,0,5,0,0,131072,9,0,5,1048576,32768,436,0,1
688,332,56,237568,0,6,0,0,229528,14,0,7,1048576,33088,0,0,1
689,332,28,127356,0,4,0,0,8192,48,0,3,1048576,34112,46056,0,1
690,34404,56,268096,0,6,0,0,192512,14,13,7,1048576,49504,2640,0,1
691,332,84,23824,10,10,0,0,176128,14,20,6,262144,49472,2728,0,1
692,34404,84,117792,10,10,0,0,86016,14,20,6,524288,49504,30800,0,1
693,332,84,53360,10,10,0,0,184320,14,20,5,262144,49472,29784,0,1
694,34404,0,0,0,4,0,0,50492,2,27,11,2097152,0,5000,0,1
695,34404,0,0,0,4,0,0,42572,2,27,11,2097152,0,4288,0,1
696,34404,56,31984,10,10,0,0,28672,12,10,6,524288,49504,2024,0,1
697,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
698,34404,56,27712,10,10,0,0,24576,12,10,6,524288,49504,1056,0,1
699,34404,56,8624,10,10,0,0,8192,12,10,6,524288,49504,95568,0,1
700,332,56,242832,0,5,0,0,241664,12,0,4,1048576,33024,7608,0,1
701,34404,28,82808,0,4,0,0,0,8,0,2,4194304,34112,1936,0,1
702,34404,56,49056,17,6,0,0,45056,12,0,6,1048576,33120,135132,0,1
703,34404,0,0,0,4,0,0,70600,2,25,9,2097152,0,0,0,1
704,332,28,205488,0,5,0,0,204800,10,0,5,1048576,33088,2344,0,1
705,34404,0,0,0,4,0,0,41864,2,25,9,2097152,0,0,0,1
706,34404,56,37184,10,10,0,0,28672,12,10,7,524288,49632,3280,0,1
707,332,0,0,0,1,90112,248,0,2,25,8,1048576,0,41472,0,1
708,34404,28,5040,6,6,0,0,4096,10,10,5,1048576,33088,1708,0,1
709,332,28,46912,0,4,0,0,8192,11,0,3,1048576,34144,1784,0,1
710,34404,28,5808,6,6,144608,112,4096,10,10,5,1048576,33088,8128,0,1
711,332,28,4480,10,5,0,0,365464,10,0,5,1048576,33088,1536,0,1
712,332,84,17088,0,6,25824,148,16384,11,0,5,8388608,33088,3936,0,1
713,34404,28,238992,0,5,0,0,237568,9,0,5,1048576,32768,3720,0,1
714,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
715,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
716,34404,0,0,0,4,0,0,164660,2,25,9,12582912,0,0,0,1
717,34404,0,0,0,4,0,0,50472,2,27,11,2097152,0,5008,0,1
718,34404,0,0,0,4,0,0,157680,2,25,9,2097152,0,0,0,1
719,332,28,71560,0,4,0,0,8192,8,0,3,1048576,1024,2872,0,1
720,34404,0,0,0,4,0,0,127964,2,25,9,2097152,0,0,0,1
721,34404,0,0,0,4,0,0,54312,2,27,11,2097152,0,5000,0,1
722,34404,0,0,0,4,0,0,37636,2,27,11,2097152,0,5016,0,1
723,34404,56,36272,10,10,40160,149,32768,12,10,6,524288,49504,1080,0,1
724,332,28,19532,0,4,0,0,8192,11,0,3,1048576,34144,1608,0,1
725,34404,56,33664,10,10,0,0,28672,12,10,6,524288,49504,1800,0,1
726,332,28,4752,6,6,40912,172,4096,10,10,4,262144,33088,2476,0,1
727,34404,56,41264,0,6,47664,92,36864,14,13,7,1048576,49504,148072,0,1
728,332,28,43000,0,4,0,0,8192,11,0,3,1048576,34144,1656,0,1
729,332,84,139596,0,6,0,0,323584,14,10,6,1048576,33088,0,0,1
730,332,28,14392,0,4,0,0,8192,11,0,3,1048576,34112,2120,0,1
731,34404,28,5568,6,6,68704,172,4096,10,10,5,1048576,33088,1700,0,1
732,332,28,29432,0,4,0,0,8192,11,0,3,1048576,34112,1768,0,1
733,332,56,10688,10,10,0,0,40960,12,10,7,262144,49600,4112,0,1
734,332,28,287452,0,4,0,0,8192,8,0,3,1048576,34112,11472,0,1
735,332,28,35060,0,4,0,0,8192,8,0,3,1048576,34112,1688,0,1
736,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
737,34404,84,252352,10,10,0,0,204112,14,20,6,524288,49504,5000,0,1
738,34404,56,30240,10,10,0,0,24576,12,10,6,524288,49504,1288,0,1
739,34404,56,37216,10,10,0,0,32768,12,10,6,524288,49504,2504,0,1
740,34404,0,0,0,4,0,0,46356,2,27,11,2097152,0,5000,0,1
741,34404,56,58032,10,10,0,0,53248,12,10,7,524288,49632,2144,0,1
742,332,56,4160,10,6,0,0,41548,11,0,5,1048576,33088,1492,0,1
743,34404,0,0,0,4,0,0,42172,2,27,11,2097152,0,5016,0,1
744,34404,28,46880,0,4,0,0,0,8,0,2,4194304,1344,1528,0,1
745,332,56,15296,0,6,0,0,12288,14,10,6,1048576,33088,15916,0,1
746,332,28,53776,0,4,0,0,8192,11,0,3,1048576,34144,1672,0,1
747,332,56,10128,10,10,0,0,73728,12,10,6,262144,49472,2120,0,1
748,34404,0,0,0,4,0,0,333168,2,25,9,12582912,0,0,0,1
749,332,56,7408,10,10,0,0,40960,12,10,5,262144,49472,1328,0,1
750,34404,84,302272,0,5,328976,188,229376,14,0,7,1048576,33120,128296,1,1
751,34404,0,0,0,4,0,0,62200,2,25,9,2097152,0,0,0,1
752,34404,0,0,0,4,0,0,66932,2,27,11,2097152,0,4992,0,1
753,34404,0,0,0,4,32768,220,37604,2,25,11,2097152,0,0,0,1
754,332,28,271328,0,5,0,0,270336,10,0,5,1048576,33088,424,0,1
755,34404,0,0,0,4,0,0,50176,2,25,9,2097152,0,0,0,1
756,34404,56,36784,10,10,0,0,32768,12,10,7,524288,49504,28112,0,1
757,332,28,15748,0,4,0,0,8192,11,0,3,1048576,34144,1640,0,1
758,332,28,25364,0,4,0,0,8192,11,0,3,1048576,34144,1632,0,1
759,34404,56,103584,0,6,0,0,102400,12,0,5,1048576,33056,480,0,1
760,34404,0,0,0,4,0,0,75708,2,27,11,2097152,0,5016,0,1
761,34404,56,53008,10,10,0,0,49152,12,10,8,524288,49632,2312,0,1
762,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
763,332,28,434580,0,4,0,0,8192,11,0,3,1048576,34112,19832,0,1
764,34404,56,44816,10,10,0,0,40960,12,10,7,524288,49504,2472,0,1
765,34404,0,0,0,4,0,0,75696,2,27,11,2097152,0,5016,0,1
766,34404,0,0,0,5,0,0,602112,9,0,6,1048576,33088,964,0,1
767,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
768,332,56,33024,0,6,0,0,28672,14,10,7,1048576,33088,168468,0,1
769,34404,0,0,0,4,0,0,64184,2,27,11,2097152,0,4984,0,1
770,332,84,54784,10,6,0,0,212992,14,10,5,1048576,49472,1940,0,1
771,332,84,31536,10,10,0,0,225280,14,20,5,262144,49472,1072,0,1
772,332,28,167640,0,4,0,0,8192,48,0,3,1048576,34144,60044,0,1
773,332,28,116480,0,4,0,0,8192,48,0,3,1048576,34144,60136,0,1
774,34404,84,150864,0,5,0,0,86016,14,20,6,1048576,33120,0,0,1
775,332,84,182144,0,5,0,0,122880,14,20,5,1048576,33088,12936,0,1
776,34404,28,151552,0,4,0,0,178384,2,36,10,2097152,32768,1256,0,1
777,34404,28,172032,0,4,0,0,198496,2,36,10,2097152,32768,1256,0,1
778,34404,28,155648,0,4,0,0,181948,2,36,10,2097152,32768,1256,0,1
779,34404,28,204800,0,4,0,0,231104,2,36,10,2097152,32768,1256,0,1
780,34404,56,4174224,0,6,0,0,3854336,14,13,9,1048576,49504,157756,0,1
781,34404,84,163424,0,6,0,0,118784,14,28,6,1048576,49504,18672,0,1
782,332,0,0,1,4,0,0,0,2,27,5,12582912,0,0,0,1
783,34404,84,163424,0,6,0,0,118784,14,28,6,1048576,49504,18672,0,1
784,332,84,5040,10,10,0,0,16384,14,20,5,262144,49472,208016,0,1
785,332,84,82944,10,6,0,0,3526656,14,10,6,4194304,49472,1892,0,1
786,332,84,187612,0,6,0,0,139264,14,29,4,1048576,49472,0,0,1
787,34404,84,189952,10,10,0,0,131072,14,20,7,524288,49504,35072,0,1
788,34404,56,3700752,0,6,0,0,2904064,14,13,7,1048576,49504,84240,0,1
789,332,28,127356,0,4,0,0,8192,48,0,3,1048576,34112,81368,0,1
790,332,84,9376,10,10,0,0,36864,14,20,5,262144,49472,1032,0,1
791,34404,28,212336,0,6,0,0,214544,14,0,8,8388608,49504,1984,0,1
792,34404,84,117376,10,10,0,0,106904,14,20,7,524288,49504,90368,0,1
793,332,56,206664,0,4,0,0,8192,48,0,3,1048576,34144,2312,0,1
794,332,84,30132,0,5,0,0,114688,14,26,5,1048576,33088,94480,0,1
795,34404,84,183804,0,5,0,0,98304,14,26,7,1048576,33120,1240,0,1
796,34404,84,3556740,0,6,0,0,2752512,14,28,6,1048576,49504,1832,0,1
797,34404,0,0,0,4,0,0,16384,8,0,5,1048576,32768,293944,0,1
798,332,84,307548,0,4,0,0,8192,48,0,3,1048576,34144,13292,0,1
799,332,56,203036,0,4,0,0,8192,48,0,3,1048576,34144,12220,0,1
800,34404,56,42544,0,6,0,0,36864,14,13,8,1048576,49504,168012,0,1
801,34404,56,134400,10,6,0,0,90112,14,29,6,4194304,33120,1788,0,1
802,332,84,639040,10,6,3182816,197,3346432,14,28,5,1048576,33088,317008,0,1
803,34404,84,175136,10,10,0,0,157672,14,20,7,524288,49504,3032,0,1
804,332,0,0,6,4,0,0,32768,6,0,5,1048576,34112,156128,0,1
805,34404,84,164432,10,10,0,0,110592,14,20,6,2097152,49504,38552,0,1
806,34404,56,57408,0,6,0,0,49152,14,13,8,1048576,49504,100316,0,1
807,34404,56,183952,0,6,0,0,155648,14,13,6,1048576,49504,0,0,1
808,34404,112,35316,2110,6,0,0,32768,14,27,6,1048576,49504,125792,0,1
809,332,84,13200,10,10,0,0,86016,14,20,6,262144,49600,2288,0,1
810,34404,84,109328,10,10,0,0,94968,14,20,6,524288,49504,108960,0,1
811,34404,56,23824,0,6,0,0,20480,14,13,7,1048576,49504,171784,0,1
812,332,84,101216,10,10,0,0,442368,14,20,5,262144,49472,46888,0,1
813,34404,84,171904,10,10,0,0,156392,14,20,6,524288,49504,2136,0,1
814,332,84,3853952,0,6,0,0,1798144,14,28,5,1048576,33088,480432,0,1
815,34404,84,189120,10,10,0,0,172416,14,20,6,524288,49504,5712,0,1
816,34404,84,102272,10,10,0,0,91776,14,20,6,524288,49504,71352,0,1
817,34404,84,4131616,0,6,0,0,3198976,14,16,5,1048576,33120,0,0,1
818,332,84,13120,10,10,0,0,131072,14,20,5,262144,49472,1896,0,1
819,34404,112,273536,0,6,0,0,225280,14,0,6,1048576,49504,2216,0,1
820,332,84,19616,10,10,0,0,131072,14,20,6,262144,49472,87288,0,1
821,332,84,24128,10,10,0,0,237568,14,20,6,262144,49472,86704,0,1
822,34404,28,159744,0,4,0,0,189584,2,30,9,2097152,32768,1256,0,1
823,34404,84,3960120,0,6,0,0,3297280,14,29,7,1048576,33120,1584,0,1
824,34404,84,3108528,10,10,3484000,1524,2877648,14,20,7,524288,49504,7208,0,1
825,332,28,4784,8,5,0,0,4096,8,0,4,1048576,33088,1624,0,1
826,34404,84,222896,10,10,0,0,194296,14,20,7,524288,49504,1992,0,1
827,34404,84,4277904,21315,10,0,0,3935472,14,20,10,524288,49632,11232,0,1
828,332,84,6928,10,10,0,0,36864,14,20,6,262144,50496,2072,0,1
829,332,28,187424,0,4,0,0,8192,48,0,3,1048576,34144,2380,0,1
830,332,0,0,1,4,0,0,258464,2,23,7,2097152,0,0,0,1
831,34404,84,141056,0,6,0,0,102400,14,16,6,1572864,49504,1700,0,1
832,332,28,177112,0,4,0,0,8192,48,0,3,1048576,34144,2368,0,1
833,34404,56,23664,0,6,0,0,20480,14,13,7,1048576,49504,171696,0,1
834,34404,84,120800,10,10,0,0,110592,14,20,7,524288,49504,50192,0,1
835,332,84,47440,10,10,0,0,212992,14,20,5,262144,49472,288,0,1
836,34404,84,278432,10,10,0,0,229376,14,20,6,524288,49504,1720,0,1
837,34404,28,167936,0,4,0,0,185536,2,36,10,2097152,32768,1256,0,1
838,34404,84,164528,10,10,0,0,126008,14,20,6,524288,49504,1344,0,1
839,332,84,176960,10,10,0,0,138124,14,20,5,262144,33088,2248,0,1
840,332,84,278544,0,6,0,0,217088,14,0,7,1048576,33088,480,0,1
841,332,84,3924924,0,6,0,0,3710976,14,30,5,1048576,49472,436,0,1
842,332,28,8736,5,5,0,0,8192,7,10,3,262144,32768,6068,0,1
843,34404,84,119584,10,10,0,0,94104,14,20,7,524288,49504,39312,0,1
844,34404,84,297360,10,10,0,0,139976,14,20,6,524288,49504,1000,0,1
845,34404,56,114080,0,6,0,0,81920,14,13,7,1048576,49504,173208,0,1
846,332,84,3509200,0,6,0,0,2711552,14,28,5,1048576,49472,1832,0,1
847,332,84,129716,0,6,151232,880,118784,14,28,5,1048576,49472,2800,0,1
848,332,28,152256,0,4,0,0,151552,7,10,4,1048576,0,5312,0,1
849,332,28,152304,0,4,0,0,151552,7,10,4,1048576,0,5312,0,1
850,332,112,135140,0,6,0,0,147456,14,30,6,1048576,33088,48800,0,1
851,332,84,211792,16,6,0,0,155648,14,20,5,1048576,49472,2984,0,1
852,332,56,207220,0,4,0,0,8192,48,0,3,1048576,34144,2528,0,1
853,332,84,116624,0,6,0,0,90112,14,16,5,1572864,49472,162376,0,1
854,332,84,34320,10,6,0,0,303104,14,24,5,1048576,33088,1808,0,1
855,332,112,40200,10,6,0,0,192512,14,28,7,1048576,33088,1832,0,1
856,34404,112,173428,0,6,0,0,151552,14,28,6,1048576,49504,2824,0,1
857,332,84,197912,0,4,0,0,8192,48,0,3,1048576,34144,2424,0,1
858,34404,84,2676632,0,6,0,0,2154496,14,27,6,1048576,33120,1432,0,1
859,332,84,32136,10,6,116848,179,126976,14,28,5,1048576,33088,49112,0,1
860,34404,84,129296,10,10,0,0,118024,14,20,6,1048576,49504,64688,0,1
861,332,84,19568,10,10,0,0,118784,14,20,7,262144,49600,80424,0,1
862,34404,84,161712,1909,6,0,0,126976,14,22,7,1048576,49504,2736,0,1
863,332,28,4704,8,5,0,0,4096,8,0,4,1048576,33088,1568,0,1
864,34404,84,202528,10,10,0,0,160448,14,20,7,524288,49504,4368,0,1
865,34404,28,161248,0,5,0,0,159744,9,0,5,1048576,32768,5104,0,1
866,332,28,152304,0,5,0,0,151552,9,0,4,1048576,32768,5104,0,1
867,34404,84,256048,0,6,0,0,184320,14,0,8,1048576,33120,480,0,1
868,332,84,32496,10,10,0,0,339968,14,20,6,262144,49472,73000,0,1
869,34404,28,234404,0,4,0,0,0,8,0,2,4194304,34144,1608,0,1
870,34404,84,262656,10,10,0,0,206744,14,20,6,524288,49504,1520,0,1
871,332,84,93208,0,6,0,0,81920,14,29,5,1048576,49472,84904,0,1
872,332,0,0,0,4,0,0,208896,6,0,4,1048576,0,800,0,1
873,332,112,47064,0,6,0,0,36864,14,29,5,1048576,49472,133144,0,1
874,332,112,150864,0,5,0,0,122880,14,29,5,1048576,49472,134648,0,1
875,34404,56,152576,0,6,0,0,151552,12,0,6,1048576,33120,480,0,1
876,332,0,0,6,4,0,0,0,2,31,7,2097152,34112,15912,0,0
877,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
878,34404,0,0,0,6,0,0,36864,14,12,6,1048576,32864,0,0,0
879,332,0,0,6,5,0,0,36864,10,0,6,1048576,34112,16632,0,0
880,332,0,0,0,4,0,0,0,2,25,8,1048576,0,230020,0,0
881,332,28,176768,0,5,0,0,176128,9,0,5,1048576,32768,32264,0,0
882,332,28,14344,0,4,0,0,8192,8,0,3,1048576,34112,86672,0,0
883,332,28,5072,0,5,0,0,4096,9,0,4,1048576,33024,35664,0,0
884,332,0,0,0,5,66896,85,40960,12,0,6,1048576,1344,480,0,0
885,332,0,0,0,5,0,0,512000,9,0,7,1048576,33024,17136,0,0
886,332,28,176720,0,5,0,0,176128,9,0,4,1048576,32768,255372,0,0
887,332,56,438912,0,5,0,0,368640,14,0,7,1048576,33088,480,0,0
888,332,28,111040,0,5,0,0,110592,9,0,4,1048576,32768,87210,1,0
889,34404,84,34072,0,6,0,0,36864,14,0,8,1048576,33120,168468,1,0
890,332,0,0,0,5,0,4369,65536,10,0,4,1048576,0,488524,0,0
891,332,56,91712,0,5,0,0,69632,14,0,6,1048576,33024,139852,0,0
892,332,0,0,0,5,0,0,143360,10,0,5,1048576,33088,111736,0,0
893,332,84,33008,0,5,0,0,413696,14,0,7,1048576,33024,78664,0,0
894,332,0,0,6,4,0,0,0,2,31,7,2097152,34112,15912,0,0
895,332,28,4656,0,5,0,0,4096,9,0,4,1048576,32768,15248,0,0
896,34404,0,0,0,4,0,0,423132,2,34,10,2097152,352,0,0,0
897,332,0,0,0,5,66784,85,40960,12,0,6,1048576,1344,480,0,0
898,332,0,0,0,5,66784,85,40960,12,0,6,1048576,1344,480,0,0
899,332,0,0,0,5,0,0,507904,10,0,5,1048576,33088,436,0,0
900,332,112,68016,0,5,0,0,49152,14,0,6,1048576,33088,480,0,0
901,332,56,155696,0,5,163088,99,32768,12,1,5,1048576,320,928,0,0
902,332,0,0,6,4,0,0,0,2,31,7,2097152,34112,15912,0,0
903,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
904,332,0,0,0,5,0,0,110592,12,0,7,1048576,33024,48864,0,0
905,332,0,0,0,4,0,0,0,2,25,8,1048576,0,1719416,0,0
906,34404,28,211168,0,5,0,0,151552,14,28,7,1048576,33120,45232,0,0
907,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,3176,0,0
908,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
909,332,0,0,1,4,0,0,266800,2,30,8,2097152,320,0,0,0
910,332,0,0,0,5,0,0,102400,14,0,5,1048576,32832,0,0,0
911,332,0,0,0,4,0,0,8192,11,0,3,1048576,34144,1494,0,0
912,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
913,332,0,0,0,5,0,0,77824,12,0,6,1048576,33024,73840,0,0
914,332,28,639520,0,5,0,0,638976,9,0,4,1048576,32768,43840,0,0
915,332,0,0,0,5,0,0,0,12,0,6,1048576,34112,480,0,0
916,332,0,0,0,4,0,0,8192,11,0,3,1048576,34144,11880,0,0
917,332,28,684560,0,5,706768,79,684032,9,0,4,1048576,33024,119584,0,0
918,332,28,176304,0,5,0,0,135168,14,0,6,1048576,33088,61672,0,0
919,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
920,332,56,21944,0,4,0,0,8192,48,0,3,1048576,34144,1452,0,0
921,332,0,0,0,5,0,0,8192,11,0,5,1048576,33088,234184,0,0
922,332,0,0,0,5,0,0,102400,14,0,5,1048576,32832,0,0,0
923,332,56,305388,0,4,0,0,8192,48,0,3,1048576,34144,888,0,0
924,332,0,0,0,5,0,0,49152,10,0,4,1048576,33088,0,0,0
925,332,0,0,1,4,1507328,90,1512628,2,25,11,2097152,0,8392,0,0
926,332,0,0,0,5,0,0,8192,11,0,5,1048576,32768,245192,0,0
927,332,0,0,0,5,66784,85,0,12,0,6,1048576,1344,480,0,0
928,332,56,67108,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
929,332,28,4608,0,5,0,0,4096,10,0,4,1048576,32768,11904,0,0
930,332,28,5008,0,5,0,0,4096,10,0,4,2097152,33024,16224,0,0
931,34404,0,0,0,4,0,0,419072,2,34,10,2097152,352,0,0,0
932,332,28,872704,0,5,0,0,212992,14,16,5,1048576,33088,488,0,0
933,332,0,0,6,4,0,0,28672,6,0,5,1048576,34112,27416,0,0
934,332,84,68128,0,5,70416,136,1314816,83,82,11,1048576,33024,372669,0,0
935,332,0,0,6,4,0,0,32768,6,0,6,1048576,34112,16656,0,0
936,332,28,524576,0,5,0,0,0,9,0,3,1048576,33088,1442,0,0
937,332,112,1018912,0,5,0,0,835584,14,0,7,1048576,33088,480,0,0
938,332,0,0,0,5,0,0,49152,14,0,5,1048576,32832,0,0,0
939,332,0,0,0,5,0,0,0,12,0,6,1048576,34112,480,0,0
940,332,0,0,0,5,0,0,8192,11,0,6,1048576,32768,234672,0,0
941,332,0,0,0,5,0,0,53248,14,0,5,1048576,32832,0,0,0
942,332,28,176768,0,5,0,0,176128,9,0,5,1048576,32768,25632,0,0
943,332,0,0,0,4,200448,84,159744,7,10,4,1048576,0,84928,0,0
944,332,0,0,0,5,0,0,49152,14,0,5,1048576,64,0,0,0
945,332,56,172544,0,5,0,0,172032,12,0,8,1048576,33024,11984,0,0
946,332,0,0,0,4,0,0,0,2,25,8,1048576,0,41788,0,0
947,332,28,4672,0,5,0,0,4096,10,0,4,1048576,32768,16008,0,0
948,34404,0,0,0,4,0,0,414940,2,34,10,2097152,352,0,0,0
949,332,0,0,0,4,0,0,0,2,25,8,1048576,0,26112,0,0
950,332,28,33168,0,5,0,0,32768,9,0,7,1048576,33024,148744,0,0
951,332,0,0,0,5,0,0,352256,9,0,5,1048576,32768,206064,0,0
952,332,28,4592,0,5,0,0,4096,10,0,4,1048576,33024,15208,0,0
953,332,0,0,0,4,0,0,495616,5,12,3,1048576,0,0,0,0
954,34404,0,0,0,4,0,0,439644,2,34,10,2097152,352,0,0,0
955,332,0,0,1,4,0,0,0,3,4,2,16777216,0,16,0,0
956,332,56,910330,0,4,0,0,8192,48,0,3,1048576,34144,1108,0,0
957,332,0,0,0,4,0,0,40960,6,0,4,1048576,0,3515476,1,0
958,332,0,0,0,4,0,0,446464,5,12,3,1048576,0,0,0,0
959,332,0,0,0,5,0,4369,65536,10,0,4,1048576,0,488524,0,0
960,332,56,15536,0,4,0,0,8192,48,0,3,1048576,34144,4208,0,0
961,332,28,139856,0,5,0,0,139264,9,0,5,1048576,33024,22272,0,0
962,332,0,0,0,4,0,0,0,2,25,8,1048576,0,5120,0,0
963,332,0,0,1,5,0,0,24576,12,0,4,1048576,33024,0,0,0
964,332,0,0,0,5,0,0,102400,14,0,5,1048576,32832,0,0,0
965,332,0,0,0,5,0,0,49152,14,0,5,1048576,64,0,0,0
966,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
967,332,56,68304,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
968,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
969,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
970,332,0,0,0,5,0,0,118784,12,0,5,1048576,33024,35540,0,0
971,332,0,0,0,4,0,0,8192,80,0,3,1048576,34144,1942,0,0
972,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
973,332,0,0,0,5,0,0,102400,14,0,5,1048576,32832,0,0,0
974,34404,56,197760,0,6,205696,124,167936,14,16,6,1048576,352,480,0,0
975,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1512,0,0
976,332,0,0,0,5,0,0,49152,12,0,5,1048576,33088,480,0,0
977,332,28,5008,0,5,0,0,4096,10,0,4,1048576,33024,36832,0,0
