,Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
978,332,0,0,0,4,0,0,8192,11,0,3,1048576,34144,888,0,0
979,332,0,0,0,5,0,0,0,14,0,5,1048576,32768,0,0,0
980,332,56,68304,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
981,332,28,659920,0,5,0,0,659456,10,0,5,1048576,33024,37824,0,0
982,332,56,76272,0,5,0,0,61440,14,0,5,1048576,32832,0,0,0
983,332,0,0,0,5,0,0,0,14,0,5,1048576,32832,0,0,0
984,332,0,0,0,4,0,0,8192,48,0,3,1048576,34112,1522,0,0
985,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
986,332,28,4864,0,5,0,0,4096,9,0,3,1048576,32768,35096,0,0
987,332,0,0,0,5,66784,85,0,12,0,5,1048576,1344,476,0,0
988,332,56,68292,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
989,332,56,68280,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
990,332,28,111040,0,5,0,0,110592,9,0,4,1048576,32768,358168,0,0
991,332,0,0,0,5,0,0,0,12,0,6,1048576,34112,480,0,0
992,332,0,0,0,5,0,0,94208,10,0,5,1048576,33024,160556,0,0
993,332,84,240320,0,5,247856,52,208896,14,0,6,1048576,49472,54384,0,0
994,332,0,0,0,5,0,0,77824,9,0,5,1048576,33024,29608,0,0
995,332,0,0,0,5,0,0,8192,11,0,6,1048576,32768,234672,0,0
996,332,56,32764,0,4,0,0,8192,48,0,3,1048576,34144,4348,0,0
997,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,166504,0,0
998,332,0,0,0,4,0,0,0,2,25,8,1048576,0,58368,0,0
999,34404,56,197760,0,6,205696,124,167936,14,16,6,1048576,352,480,0,0
1000,332,0,0,0,5,0,0,4337864,14,16,3,1048576,33024,472,0,0
1001,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1702,0,0
1002,34404,0,0,1,6,0,0,2043936,3,0,6,2097152,33120,0,0,0
1003,332,0,0,0,5,0,0,40960,10,0,5,1048576,33088,0,0,0
1004,34404,112,124576,0,6,0,0,90112,14,29,7,1048576,33120,480,0,0
1005,332,28,5040,0,5,0,0,4096,10,0,4,1048576,32768,15808,0,0
1006,332,28,106944,0,5,0,0,106496,10,0,4,1048576,33024,30072,0,0
1007,332,0,0,0,5,87536,56,73728,10,0,6,1048576,33088,55732,0,0
1008,332,56,11440,0,4,0,0,8192,48,0,3,1048576,34144,1532,0,0
1009,332,0,0,0,5,0,0,49152,14,0,5,1048576,32832,0,0,0
1010,332,0,0,0,5,66784,85,40960,12,0,6,1048576,1344,480,0,0
1011,332,0,0,6,4,0,0,0,2,31,7,2097152,34112,15912,0,0
1012,332,112,68192,0,6,0,0,49152,14,10,5,1048576,33088,488,0,0
1013,332,28,45456,0,5,0,0,45056,9,0,7,1048576,32768,126592,0,0
1014,332,0,0,1,4,1314816,68,0,2,56,8,2097152,0,27744,0,0
1015,332,0,0,0,5,0,0,0,14,0,5,1048576,32832,0,0,0
1016,34404,56,90976,0,6,0,0,90112,12,0,6,1048576,33120,1728,0,0
1017,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
1018,332,0,0,0,5,0,0,0,14,0,5,1048576,32832,0,0,0
1019,332,28,77800,0,4,0,0,8192,48,0,3,1048576,34144,1452,0,0
1020,332,28,73856,0,5,0,0,73728,14,12,5,1048576,33088,0,0,0
1021,332,112,3830240,0,5,0,0,3211264,14,16,5,1048576,33088,14286752,0,0
1022,332,0,0,0,4,2146304,1076,0,5,0,9,1048576,0,7383552,0,0
1023,332,0,0,0,5,0,0,1024000,14,16,3,1048576,33024,0,0,0
1024,34404,112,40252,0,5,0,0,28672,14,29,6,1048576,33120,1056,0,0
1025,332,0,0,0,5,66784,85,40960,12,0,6,1048576,1344,480,0,0
1026,332,0,0,0,5,0,0,77824,10,0,5,1048576,33088,33456,0,0
1027,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1232,0,0
1028,332,0,0,0,5,0,0,1024000,14,16,3,1048576,33024,0,0,0
1029,34404,56,197760,0,6,205696,124,167936,14,16,6,1048576,352,480,0,0
1030,332,0,0,0,5,66784,85,0,12,0,6,1048576,1344,480,0,0
1031,332,0,0,0,4,0,0,0,6,0,4,1048576,0,436,0,0
1032,332,0,0,0,4,364876,865,368664,1,1,5,1048576,0,11137,0,0
1033,332,56,32808,0,4,0,0,8192,48,0,3,1048576,34144,4348,0,0
1034,332,56,1360904,0,4,0,0,8192,48,0,3,1048576,34144,5176,0,0
1035,332,56,68296,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1036,332,0,0,1,4,0,0,1142784,83,82,10,2097152,0,26552,0,0
1037,332,0,0,0,4,0,0,16384,8,0,4,1048576,0,62528,0,0
1038,332,0,0,0,5,0,0,0,12,0,6,1048576,34112,480,0,0
1039,332,28,5072,0,5,0,0,4096,10,0,4,1048576,33024,16664,0,0
1040,332,28,639520,0,5,0,0,638976,9,0,4,1048576,32768,119080,0,0
1041,332,0,0,1,4,1310720,68,0,2,56,8,2097152,0,23444,0,0
1042,332,0,0,0,5,782128,92,147456,9,0,6,1048576,33024,53920,0,0
1043,332,0,0,6,4,0,0,28672,6,0,5,1048576,34112,2584,0,0
1044,332,0,0,0,4,0,0,0,2,25,8,1048576,0,1719416,0,0
1045,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1224,0,0
1046,332,0,0,0,5,0,0,102400,14,0,5,1048576,32832,0,0,0
1047,332,0,0,0,5,0,0,49152,14,0,5,1048576,64,0,0,0
1048,332,0,0,0,4,0,0,40960,6,0,4,1048576,0,3515476,1,0
1049,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1224,0,0
1050,332,56,21368,0,6,0,0,16384,14,28,3,1048576,34048,0,0,0
1051,332,0,0,0,5,0,0,102400,14,0,5,1048576,32832,0,0,0
1052,332,56,63344,0,5,0,0,49152,14,0,6,1048576,32768,1952,0,0
1053,332,28,635376,0,5,651392,84,634880,9,0,4,1048576,32768,43680,0,0
1054,332,0,0,0,5,123744,97,106496,9,0,10,1048576,33024,18776,0,0
1055,332,56,68316,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1056,332,0,0,0,5,4399664,119,4386816,9,0,6,1048576,33024,38120,0,0
1057,332,112,335472,0,5,0,0,274432,14,16,5,1048576,33088,480,0,0
1058,332,56,18708,0,4,0,0,8192,48,0,3,1048576,34112,4336,0,0
1059,332,28,4864,0,5,0,0,4096,9,0,3,1048576,32768,35096,0,0
1060,332,0,0,1,4,0,0,418536,2,34,9,2097152,320,0,0,0
1061,34404,56,108640,0,6,0,0,90112,14,16,5,1048576,33120,0,0,0
1062,332,0,0,1,4,0,0,3003580,2,30,8,2097152,320,0,0,0
1063,332,0,0,6,4,0,0,32768,6,0,5,1048576,34112,582698,0,0
1064,332,0,0,0,4,0,0,0,2,25,8,1048576,0,1719416,0,0
1065,332,0,0,0,5,0,0,49152,14,0,5,1048576,32832,0,0,0
1066,332,0,0,0,5,0,0,102400,14,0,5,1048576,32832,0,0,0
1067,332,0,0,1,4,0,0,3011756,2,35,9,2097152,320,0,0,0
1068,332,56,172496,0,5,239024,73,172032,12,0,72,1048576,33024,15392,1,0
1069,332,0,0,1,4,0,0,3007676,2,30,8,2097152,320,0,0,0
1070,332,112,1768608,0,6,0,0,1331200,14,0,7,1048576,33088,480,0,0
1071,332,56,67108,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1072,332,0,0,0,5,0,0,4096,9,0,4,1048576,33024,34712,0,0
1073,332,56,2442864,0,6,0,0,1843200,14,28,4,1048576,33024,480,1,0
1074,332,0,0,0,5,0,0,8192,11,0,5,2097152,33024,244744,0,0
1075,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
1076,332,28,647696,0,5,667536,108,647168,9,0,4,1048576,32768,77880,0,0
1077,332,0,0,0,5,0,0,53248,14,0,6,1048576,33088,480,0,0
1078,332,0,0,1,4,0,0,3089572,2,30,8,2097152,320,0,0,0
1079,332,84,224960,0,5,232624,52,196608,14,0,6,1048576,33088,57296,0,0
1080,332,0,0,1,4,0,0,0,2,24,9,2097152,0,0,0,0
1081,332,0,0,6,4,0,0,0,2,31,7,2097152,34112,15912,0,0
1082,332,56,68340,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1083,332,0,0,1,4,0,0,2290676,2,30,8,2097152,320,0,0,0
1084,332,28,189088,0,5,0,0,188416,10,0,5,1048576,33024,10168,0,0
1085,332,0,0,0,5,0,0,49152,14,0,5,1048576,32832,0,0,0
1086,332,0,0,1,4,0,0,3007676,2,30,8,2097152,320,0,0,0
1087,332,0,0,0,4,0,0,95344,2,50,5,1048576,0,137784,0,0
1088,332,0,0,0,5,3889440,76,3878912,10,0,7,1048576,33024,28464,0,0
1089,332,56,123680,0,5,0,0,98304,14,0,4,1048576,33024,0,0,0
1090,332,0,0,0,5,0,0,1024000,14,16,3,1048576,33024,0,0,0
1091,332,28,148128,0,5,193696,109,147456,10,0,4,1048576,33024,70520,0,0
1092,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
1093,332,28,68348,0,4,0,0,8192,48,0,3,1048576,34144,1494,0,0
1094,332,28,176768,0,5,0,0,176128,9,0,5,1048576,33024,10560,0,0
1095,332,28,106976,0,5,0,0,106496,10,0,5,1048576,32768,15040,0,0
1096,332,28,106960,0,5,0,0,106496,10,0,4,1048576,33024,30984,0,0
1097,332,56,68276,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1098,332,56,68276,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1099,332,0,0,0,4,0,0,0,2,25,6,1048576,0,16,0,0
1100,332,28,4576,0,5,0,0,4096,10,0,4,1048576,33024,14608,0,0
1101,332,0,0,0,5,0,0,49152,14,0,5,1048576,32832,0,0,0
1102,332,56,438800,0,5,0,0,368640,14,0,7,1048576,33088,480,0,0
1103,332,56,68104,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1104,34404,112,593328,11,6,0,0,196608,14,28,7,1048576,33120,55208,0,0
1105,332,56,67132,0,4,0,0,8192,48,0,3,1048576,34144,1492,0,0
1106,332,28,4560,0,4,0,0,4096,8,0,4,1048576,0,9168,0,0
1107,34404,0,0,1,6,0,0,2994208,3,0,6,2097152,33120,0,0,0
1108,332,0,0,0,5,0,0,1024000,14,16,3,1048576,33024,0,0,0
1109,332,28,90704,0,5,0,0,90112,9,0,4,1048576,32768,26880,0,0
1110,332,0,0,1,4,0,0,53484,6,0,4,1048576,0,4824,0,0
1111,332,0,0,0,5,0,0,0,14,0,6,1048576,32832,0,0,0
1112,332,0,0,0,5,0,0,102400,14,0,5,1048576,32832,0,0,0
1113,332,0,0,0,5,0,0,532480,10,0,4,4194304,32768,41472,0,0
1114,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,108702,0,0
1115,332,56,137712,0,5,0,0,86016,14,16,5,1048576,33088,480,0,0
1116,332,0,0,55,4,0,0,4096,6,0,4,1048576,0,2256,0,0
1117,34404,56,108640,0,6,0,0,90112,14,16,5,1048576,33120,0,0,0
1118,332,0,0,0,5,123728,97,106496,9,0,10,1048576,33024,18776,0,0
1119,332,56,74064,0,6,94368,129,73728,12,0,5,1048576,320,664,1,0
1120,332,0,0,0,5,66896,85,40960,12,0,6,1048576,1344,480,0,0
1121,332,56,63216,0,5,0,0,49152,14,0,6,1048576,32768,1952,0,0
1122,332,28,189152,0,5,237040,94,188416,9,0,4,1048576,32768,72419,0,0
1123,332,0,0,0,5,0,0,229376,10,0,5,1048576,33088,1844,0,0
1124,332,56,620816,0,6,0,0,479232,14,16,5,1048576,33088,480,0,0
1125,332,28,655824,0,5,0,0,655360,10,0,6,1048576,32768,151776,0,0
1126,332,112,1163040,0,5,0,0,1011712,14,16,5,1048576,33088,480,0,0
1127,332,56,291808,0,5,0,0,290816,12,0,5,1048576,33088,480,0,0
1128,332,28,119344,0,5,0,0,118784,9,0,5,1048576,33024,10384,0,0
1129,332,56,68352,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1130,34404,0,0,1,6,0,0,2994208,3,0,6,2097152,33120,0,0,0
1131,332,56,63216,0,5,0,0,49152,14,0,6,1048576,32768,1952,0,0
1132,332,0,0,0,5,0,0,102400,14,0,5,1048576,32832,0,0,0
1133,332,56,68296,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1134,34404,0,0,1,4,0,0,0,3,0,4,2097152,0,0,0,0
1135,332,56,20888,0,6,0,0,16384,14,28,3,1048576,34048,0,0,0
1136,332,0,0,6,4,0,0,0,2,31,7,2097152,34112,15912,0,0
1137,332,0,0,0,5,0,0,102400,14,0,5,1048576,32832,0,0,0
1138,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,2088,0,0
1139,332,0,0,1,6,0,0,1888288,3,0,6,1048576,33088,0,0,0
1140,332,56,2877296,0,6,0,0,2232320,14,28,4,1048576,33024,480,1,0
1141,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
1142,332,0,0,0,5,1118208,150,1107012,2,25,11,1048576,0,11264,0,0
1143,332,0,0,0,5,0,0,102400,14,0,5,1048576,32832,0,0,0
1144,332,28,168656,0,5,0,0,167936,9,0,4,1048576,32768,37408,0,0
1145,34404,0,0,0,4,0,0,119284,2,34,17,2097152,0,0,0,0
1146,332,0,0,0,5,0,0,667648,10,0,8,1048576,32768,74736,0,0
1147,332,56,63296,0,5,0,0,49152,14,0,6,1048576,32768,1952,0,0
1148,332,0,0,0,5,0,0,1024000,14,16,3,1048576,33024,0,0,0
1149,332,28,5056,0,5,0,0,4096,10,0,4,1048576,33024,16576,0,0
1150,332,0,0,0,5,0,0,327680,9,0,4,1048576,32768,5560,0,0
1151,332,112,1047604,0,6,1111696,228,897024,14,27,6,1048576,49472,97224,0,0
1152,332,0,0,0,5,0,0,5079040,14,16,8,1048576,33088,305298,0,0
1153,332,0,0,0,5,0,0,49152,14,0,5,1048576,64,0,0,0
1154,332,56,150540,0,4,0,0,8192,48,0,3,1048576,34144,1420,0,0
1155,332,28,639424,0,5,0,0,638976,10,0,5,1048576,33024,91944,0,0
1156,332,56,7440,0,6,0,0,20480,14,24,4,1048576,33088,0,0,0
1157,332,84,323472,0,5,355280,56,270336,14,16,5,1048576,33088,16644,0,0
1158,332,0,0,0,5,0,0,49152,14,0,5,1048576,64,0,0,0
1159,332,28,11084656,0,4,0,0,8192,80,0,3,1048576,34144,30568,0,0
1160,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,665657,0,0
1161,332,56,68104,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1162,34404,0,0,0,4,0,0,419072,2,34,10,2097152,352,0,0,0
1163,332,0,0,0,4,0,0,0,6,0,4,1048576,0,1796,0,0
1164,34404,28,191680,0,5,0,0,139264,14,0,7,1048576,33120,62688,0,0
1165,332,0,0,0,4,0,0,8192,48,0,3,1048576,34112,1228,0,0
1166,332,0,0,0,5,0,0,102400,14,0,5,1048576,32832,0,0,0
1167,332,0,0,0,5,0,0,0,14,0,5,1048576,32768,0,0,0
1168,332,0,0,1,4,0,0,3077284,2,30,8,2097152,320,0,0,0
1169,332,28,4624,0,5,0,0,4096,9,0,4,1048576,33024,14952,0,0
1170,332,28,4976,0,5,0,0,4096,9,0,4,1048576,32768,23112,0,0
1171,332,0,0,1,4,0,0,3089572,2,30,8,2097152,320,0,0,0
1172,332,0,0,0,5,0,0,1024000,14,16,3,1048576,33024,0,0,0
1173,332,28,106944,0,5,0,0,106496,10,0,4,1048576,33024,30072,0,0
1174,332,0,0,0,4,0,0,0,2,25,8,1048576,0,33432,0,0
1175,332,84,302864,0,6,326848,200,249856,14,0,7,1048576,320,2296,0,0
1176,332,56,859850,0,4,0,0,8192,48,0,3,1048576,34144,2338,0,0
1177,332,56,164272,0,5,239984,76,163840,12,0,5,1048576,32768,15768,0,0
1178,332,56,24720,0,4,0,0,8192,48,0,3,1048576,34144,1452,0,0
1179,332,0,0,0,5,66896,85,40960,12,0,6,1048576,1344,480,0,0
1180,332,0,0,1,4,1310720,68,0,2,56,8,2097152,0,23444,0,0
1181,332,0,0,0,4,0,0,95344,2,50,5,1048576,0,504096,0,0
1182,332,0,0,0,5,0,0,0,14,0,5,1048576,32768,0,0,0
1183,332,0,0,0,4,0,0,0,2,25,8,1048576,0,58368,0,0
1184,332,56,12644,0,4,0,0,8192,48,0,3,1048576,34144,1436,0,0
1185,34404,0,0,0,6,54560,84,36864,14,12,6,1048576,96,0,0,0
1186,332,0,0,6,4,0,0,0,2,31,7,2097152,34112,15912,0,0
1187,332,56,40596,0,4,0,0,8192,48,0,3,1048576,34144,1452,0,0
1188,332,56,16284,0,4,0,0,8192,48,0,3,1048576,34144,29784,0,0
1189,332,0,0,0,4,0,0,1283160,2,25,9,1048576,320,0,0,0
1190,332,56,67100,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1191,332,0,0,0,5,0,0,364544,10,0,5,1048576,33088,9616,0,0
1192,332,56,468288,0,6,0,0,401408,14,28,4,1048576,33088,0,0,0
1193,332,0,0,0,4,0,0,0,2,25,8,1048576,0,58368,0,0
1194,332,28,4544,0,5,0,0,4096,9,0,3,1048576,33024,15136,0,0
1195,332,0,0,0,5,0,0,49152,14,0,5,1048576,32832,0,0,0
1196,332,28,659904,0,5,0,0,659456,10,0,5,1048576,33024,32080,0,0
1197,332,0,0,0,5,72732,170,0,10,0,8,1048576,32768,53744,0,0
1198,332,0,0,0,5,0,0,102400,14,0,5,1048576,32832,0,0,0
1199,332,56,68288,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1200,332,0,0,0,5,0,0,102400,14,0,5,1048576,32832,0,0,0
1201,332,84,190960,0,6,0,0,192512,14,0,7,1048576,33088,87652,0,0
1202,332,0,0,1,4,0,0,3003580,2,30,8,2097152,320,0,0,0
1203,332,84,666912,0,6,0,0,548864,14,28,5,16777216,49472,480,0,0
1204,332,0,0,0,5,66896,85,40960,12,0,6,1048576,1344,480,0,0
1205,332,0,0,0,5,66784,85,0,12,0,6,1048576,1344,480,0,0
1206,332,0,0,0,5,0,0,49152,14,0,5,1048576,32832,0,0,0
1207,332,112,434768,0,5,0,0,344064,14,16,5,1048576,33088,480,0,0
1208,332,0,0,1,4,0,0,3089572,2,30,8,2097152,320,0,0,0
1209,332,0,0,0,5,0,0,0,14,16,2,1048576,0,472,0,0
1210,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,21160,0,0
1211,332,56,66908,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1212,332,56,305384,0,4,0,0,8192,48,0,3,1048576,34144,888,0,0
1213,332,28,26548,0,4,0,0,8192,11,0,3,1048576,34144,2080,0,0
1214,332,0,0,0,5,0,0,49152,14,0,5,1048576,64,0,0,0
1215,34404,0,0,0,4,0,0,443748,2,34,10,2097152,352,0,0,0
1216,332,28,4592,0,5,0,0,4096,10,0,4,1048576,32768,12208,0,0
1217,332,0,0,0,5,0,0,49152,14,0,5,1048576,32832,0,0,0
1218,332,28,4688,0,5,0,0,4096,10,0,7,1048576,32768,28368,0,0
1219,332,56,7424,0,6,0,0,20480,14,24,5,1048576,33088,1441,0,0
1220,332,0,0,0,5,0,0,49152,14,0,5,1048576,64,0,0,0
1221,332,28,77264,0,6,0,0,0,14,0,4,1048576,34112,0,0,0
1222,332,28,111056,0,5,0,0,110592,9,0,4,1048576,32768,54244,0,0
1223,332,56,806496,0,6,0,0,729088,14,27,5,1048576,33088,480,0,0
1224,332,0,0,0,5,0,0,49152,14,0,5,1048576,32832,0,0,0
1225,332,56,7488,0,6,0,0,20480,14,24,4,1048576,33088,0,0,0
1226,332,28,668128,0,5,685040,115,667648,9,0,4,1048576,33024,91920,0,0
1227,332,0,0,0,5,0,4369,65536,10,0,4,1048576,0,488524,0,0
1228,332,0,0,1,4,0,0,3011756,2,35,9,2097152,320,0,0,0
1229,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
1230,332,56,68276,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1231,332,28,73728,0,5,0,0,0,14,12,6,1048576,320,0,0,0
1232,332,0,0,0,4,39132,852,90112,1,1,5,1048576,0,152768,0,0
1233,34404,28,191104,0,5,0,0,139264,14,0,7,1048576,33120,75476,0,0
1234,332,0,0,0,4,0,0,0,2,25,8,1048576,0,163932,0,0
1235,332,56,21964,0,4,0,0,8192,48,0,3,1048576,34144,1452,0,0
1236,332,56,7520,0,6,0,0,20480,14,24,4,1048576,33088,0,0,0
1237,332,0,0,0,5,0,4369,65536,10,0,4,1048576,0,488524,0,0
1238,332,0,0,0,5,0,4369,65536,10,0,4,1048576,0,488524,0,0
1239,332,56,22548,0,4,0,0,8192,48,0,3,1048576,34144,1452,0,0
1240,332,0,0,0,4,0,0,770048,6,0,4,1048576,0,87572,1,0
1241,332,28,73856,0,5,0,0,73728,14,12,5,1048576,33088,0,0,0
1242,332,0,0,1,4,0,0,3077284,2,30,8,2097152,320,0,0,0
1243,332,112,335472,0,5,0,0,274432,14,16,5,1048576,33088,480,0,0
1244,332,0,0,0,5,0,0,1024000,14,16,3,1048576,33024,0,0,0
1245,332,28,639504,0,5,0,0,638976,9,0,4,1048576,32768,43720,0,0
1246,34404,56,108384,0,6,0,0,106496,12,0,6,1048576,33120,1688,0,0
1247,332,56,68292,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1248,332,0,0,0,5,0,0,778240,12,0,5,1048576,33088,724416,0,0
1249,332,0,0,0,4,0,0,95344,2,50,5,1048576,0,55524,0,0
1250,34404,0,0,1,6,0,0,2994208,3,0,6,2097152,33120,0,0,0
1251,332,0,0,0,4,0,0,8192,11,0,3,1048576,34144,824,0,0
1252,332,0,0,0,5,0,0,49152,14,0,5,1048576,64,0,0,0
1253,34404,28,210864,0,5,0,0,151552,14,28,7,1048576,33120,61520,0,0
1254,332,28,647680,0,5,666880,109,647168,9,0,4,1048576,33024,50624,0,0
1255,332,56,21452,0,4,0,0,8192,48,0,3,1048576,34144,1452,0,0
1256,332,0,0,0,5,0,0,503808,10,0,5,1048576,33088,436,0,0
1257,332,28,639424,0,5,0,0,638976,10,0,5,1048576,33024,77640,0,0
1258,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
1259,332,0,0,0,5,0,0,1024000,14,16,3,1048576,33024,0,0,0
1260,332,0,0,0,5,0,0,1024000,14,16,3,1048576,33024,0,0,0
1261,332,56,63296,0,5,0,0,49152,14,0,6,1048576,32768,1952,0,0
1262,332,0,0,0,5,0,0,0,10,0,5,1048576,34112,10400,0,0
1263,332,28,601024,0,5,0,0,585728,12,0,5,4194304,32832,81292,0,0
1264,332,28,115168,0,5,0,0,114688,10,0,4,1048576,33024,33480,0,0
1265,332,0,0,0,5,0,0,0,12,0,6,1048576,34112,480,0,0
1266,332,0,0,0,5,0,4369,65536,10,0,4,1048576,0,488524,0,0
1267,332,0,0,0,5,1126400,153,1115228,2,25,11,1048576,0,11264,0,0
1268,332,56,348136,0,6,0,0,192512,14,28,5,1048576,32832,480,0,0
1269,332,0,0,0,4,0,0,499712,5,12,4,1048576,0,4444,0,0
1270,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
1271,332,28,601024,0,5,0,0,585728,12,0,5,4194304,32832,72608,0,0
1272,332,0,0,1,4,0,0,3081380,2,30,8,2097152,320,0,0,0
1273,332,0,0,6,4,0,0,0,2,31,7,2097152,34112,15912,0,0
1274,332,112,1659088,0,6,0,0,1220608,14,0,7,1048576,33088,480,0,0
1275,332,0,0,0,5,66896,85,40960,12,0,6,1048576,1344,480,0,0
1276,332,28,111136,0,5,0,0,110592,10,0,5,1048576,33024,18288,0,0
1277,332,28,651824,0,5,0,0,651264,9,0,4,1048576,33024,40064,0,0
1278,332,0,0,0,5,66896,85,40960,12,0,6,1048576,1344,480,0,0
1279,332,0,0,1,4,0,0,3011736,2,30,8,2097152,320,0,0,0
1280,332,56,67100,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1281,332,56,7504,0,6,0,0,20480,14,24,4,1048576,33088,0,0,0
1282,332,0,0,0,5,0,0,49152,14,0,5,1048576,64,0,0,0
1283,332,0,0,0,4,0,0,0,2,50,5,1048576,0,127564,0,0
1284,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,2568,0,0
1285,34404,56,108656,0,6,0,0,90112,14,16,5,1048576,33120,0,0,0
1286,34404,112,124576,0,6,0,0,90112,14,29,7,1048576,33120,480,0,0
1287,332,28,4560,0,4,0,0,4096,8,0,4,1048576,0,9168,0,0
1288,332,84,235472,0,5,243216,52,204800,14,0,6,1048576,33088,34044,0,0
1289,332,28,159744,0,4,0,0,250440,6,0,6,1048576,0,10640,0,0
1290,332,0,0,0,4,0,0,12288,6,0,4,1048576,0,3424,0,0
1291,332,0,0,0,5,0,0,49152,14,0,5,1048576,64,0,0,0
1292,332,0,0,0,4,0,0,0,2,25,8,1048576,0,1719416,0,0
1293,332,112,844384,0,5,0,0,765952,14,0,7,1048576,33088,480,0,0
1294,332,0,0,0,4,0,0,8192,48,0,3,1048576,34144,1536,0,0
1295,332,56,32760,0,4,0,0,8192,48,0,3,1048576,34144,4348,0,0
1296,332,0,0,0,5,0,0,503808,10,0,5,1048576,33024,436,0,0
1297,332,56,20896,0,6,0,0,16384,14,28,3,1048576,34048,0,0,0
1298,332,56,807440,0,6,0,0,729088,14,27,5,1048576,33088,480,0,0
1299,332,0,0,0,4,0,0,0,2,25,8,1048576,0,33432,0,0
1300,332,0,0,0,5,0,0,8192,11,0,5,1048576,33088,245192,0,0
1301,332,0,0,0,5,0,0,0,12,0,6,1048576,34112,480,0,0
1302,332,56,67568,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1303,332,56,68332,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1304,332,0,0,0,4,0,0,0,2,25,8,1048576,0,58368,0,0
1305,332,56,68296,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
