,Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
1306,332,28,5750664,0,4,0,0,8192,48,0,3,1048576,34112,1592,1,0
1307,332,0,0,0,5,0,0,102400,14,0,5,1048576,32832,0,0,0
1308,332,56,68312,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1309,332,56,68312,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1310,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
1311,332,0,0,0,5,653008,70,643072,10,0,8,1048576,32768,28560,0,0
1312,332,0,0,0,5,0,0,0,14,0,5,1048576,32832,0,0,0
1313,332,0,0,0,4,2088960,76,2075520,2,25,10,1048576,0,470868,0,0
1314,332,28,106880,0,4,0,0,8192,11,0,3,1048576,34112,1392,0,0
1315,332,0,0,0,5,0,0,1024000,14,16,3,1048576,33024,0,0,0
1316,332,56,7424,0,6,0,0,20480,14,24,4,1048576,33088,0,0,0
1317,34404,0,0,0,5,0,0,3809280,14,0,10,1048576,33120,469,0,0
1318,332,0,0,0,5,66784,85,40960,12,0,6,1048576,1344,480,0,0
1319,332,0,0,0,5,66784,85,40960,12,0,6,1048576,1344,480,0,0
1320,332,0,0,0,5,0,0,53248,10,0,5,1048576,33024,24096,0,0
1321,332,0,0,0,5,0,0,45056,14,0,5,1048576,64,0,0,0
1322,332,0,0,6,4,0,0,0,2,31,7,2097152,34112,2688,0,0
1323,332,28,73856,0,5,0,0,73728,14,12,5,1048576,33088,0,0,0
1324,332,0,0,0,4,0,0,122880,6,0,3,1048576,0,0,0,0
1325,332,56,30240,0,5,0,0,8192,14,16,5,1048576,34112,480,0,0
1326,332,56,63216,0,5,0,0,49152,14,0,6,1048576,32768,1952,0,0
1327,332,56,68300,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1328,332,0,0,0,5,0,0,102400,14,0,5,1048576,32832,0,0,0
1329,332,0,0,0,4,0,0,0,2,25,8,1048576,0,5120,0,0
1330,332,56,68376,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1331,332,56,68376,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1332,332,28,4656,0,5,0,0,4096,10,0,5,1048576,32768,15360,0,0
1333,332,28,190684,0,5,0,0,143360,14,28,5,1048576,33088,114036,0,0
1334,332,56,137712,0,5,0,0,86016,14,16,5,1048576,33088,480,0,0
1335,332,0,0,0,4,0,0,36864,6,0,4,1048576,0,11168,0,0
1336,332,84,913056,0,5,915152,76,53248,14,0,9,1048576,33024,28080,0,0
1337,332,0,0,0,5,0,0,49152,14,0,72,1048576,32832,0,1,0
1338,332,0,0,0,5,0,4369,65536,10,0,4,1048576,0,488524,0,0
1339,34404,28,191296,0,5,0,0,139264,14,0,7,1048576,33120,121888,0,0
1340,332,56,68104,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1341,332,0,0,0,5,0,0,0,14,16,1,1048576,0,0,0,0
1342,332,0,0,0,5,0,0,0,14,0,6,1048576,32832,480,0,0
1343,34404,28,191680,0,5,0,0,139264,14,0,7,1048576,33120,62692,0,0
1344,34404,56,108640,0,6,0,0,90112,14,16,5,1048576,33120,0,0,0
1345,332,28,27628,0,4,0,0,8192,48,0,3,1048576,34144,5276,0,0
1346,332,56,25224,0,4,0,0,8192,48,0,3,1048576,34144,1364,0,0
1347,332,28,176768,0,5,0,0,176128,9,0,5,1048576,33024,10560,0,0
1348,332,28,5120,0,5,0,0,4096,10,0,4,1048576,32768,25896,0,0
1349,332,112,1805024,0,6,0,0,1355776,14,0,7,1048576,33088,480,0,0
1350,34404,56,209904,0,6,219024,124,180224,14,10,6,1048576,352,480,0,0
1351,332,56,4192,6,6,121168,5941,139264,12,10,5,262144,33088,2544,1,0
1352,332,56,68372,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1353,332,56,68372,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1354,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
1355,332,56,7424,0,6,0,0,20480,14,24,5,1048576,33088,1509,0,0
1356,332,0,0,6,4,0,0,32768,6,0,5,1048576,34112,345146,0,0
1357,332,112,93136,0,5,0,0,73728,14,0,6,1048576,33088,480,0,0
1358,332,28,4640,0,5,0,0,4096,10,0,4,1048576,33024,30304,0,0
1359,34404,0,0,0,4,0,0,419072,2,34,10,2097152,352,0,0,0
1360,332,0,0,0,4,18672,67,16384,6,0,4,1048576,0,0,0,0
1361,332,28,82192,0,5,0,0,81920,14,12,5,1048576,33088,0,0,0
1362,332,56,63344,0,5,0,0,49152,14,0,6,1048576,32768,1952,0,0
1363,332,28,201232,0,5,220496,111,200704,9,0,4,1048576,32768,77840,0,0
1364,332,56,67156,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1365,332,0,0,0,5,0,0,49152,14,0,5,1048576,32832,0,0,0
1366,332,56,42832,0,4,0,0,8192,48,0,3,1048576,34144,1436,0,0
1367,332,28,4560,0,4,0,0,4096,8,0,4,1048576,0,9168,0,0
1368,332,56,68304,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1369,34404,56,108384,0,6,0,0,106496,12,0,6,1048576,33120,1688,0,0
1370,332,0,0,0,4,0,0,0,5,0,4,1048576,0,15360,0,0
1371,332,0,0,1,4,0,0,3003580,2,30,8,2097152,320,0,0,0
1372,332,56,68296,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1373,332,56,67100,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1374,34404,0,0,0,5,0,0,3809280,14,0,10,1048576,33120,469,0,0
1375,332,56,1045488,0,5,0,0,835584,14,0,6,1048576,33088,0,0,0
1376,332,0,0,1,4,0,0,3007676,2,30,8,2097152,320,0,0,0
1377,332,0,0,0,5,0,0,49152,14,0,5,1048576,32832,0,1,0
1378,332,0,0,0,5,0,0,102400,14,0,5,1048576,32832,0,0,0
1379,332,0,0,0,5,0,0,1024000,14,16,3,1048576,33024,0,0,0
1380,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1240,0,0
1381,332,56,68296,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1382,332,56,63344,0,5,0,0,49152,14,0,6,1048576,32768,1952,0,0
1383,332,0,0,0,5,0,0,77824,14,0,6,1048576,33088,16,0,0
1384,332,56,68352,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1385,332,0,0,6,4,0,0,32768,6,0,5,1048576,34112,2934494,0,0
1386,332,84,88176,0,5,91792,80,61440,14,0,7,1048576,33024,26016,0,0
1387,332,28,48256,0,4,0,0,8192,48,0,3,1048576,34144,1484,0,0
1388,332,0,0,0,5,66784,85,40960,12,0,6,1048576,1344,480,0,0
1389,332,56,76416,0,5,0,0,61440,14,0,5,1048576,32832,0,0,0
1390,332,0,0,0,5,0,0,49152,14,0,5,1048576,32832,0,0,0
1391,332,28,5040,0,5,0,0,4096,10,0,5,1048576,33024,15808,0,0
1392,332,28,119360,0,5,0,0,118784,9,0,5,1048576,33024,14352,0,0
1393,332,0,0,0,5,0,0,1847296,9,0,4,1048576,32768,87232,0,0
1394,332,0,0,0,5,0,0,1024000,14,16,3,1048576,33024,0,0,0
1395,332,0,0,0,5,0,0,3891200,10,0,8,1048576,32768,74736,0,0
1396,332,0,0,0,4,0,0,495616,5,12,4,1048576,0,4444,0,0
1397,332,28,655824,0,5,0,0,655360,10,0,6,1048576,33024,151776,0,0
1398,332,0,0,0,5,0,0,53248,14,0,4,1048576,32832,0,0,0
1399,34404,0,0,0,6,6492160,345,6497556,2,27,11,2097152,33120,0,0,0
1400,332,0,0,0,5,0,0,1024000,14,16,3,1048576,33024,0,0,0
1401,332,56,7424,0,6,0,0,20480,14,24,5,1048576,33088,1445,0,0
1402,332,0,0,0,5,0,4369,65536,10,0,4,1048576,0,488524,0,0
1403,332,56,67452,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1404,332,0,0,0,4,0,0,8192,11,0,3,1048576,34144,1494,0,0
1405,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
1406,332,56,292144,0,5,292528,268,245760,14,16,4,1048576,33088,0,1,0
1407,332,28,84944,0,6,0,0,57344,14,0,6,1048576,32768,16720,0,0
1408,332,0,0,0,5,658928,78,643072,10,0,4,1048576,32768,29568,0,0
1409,332,0,0,0,5,445136,75,65536,12,0,5,1048576,33024,43512,0,0
1410,332,56,1567400,0,6,0,0,1388544,14,28,5,1048576,33088,5240,0,0
1411,332,28,230887,0,4,0,0,8192,80,0,3,1048576,34112,374572,0,0
1412,332,56,127808,0,4,0,0,4096,8,0,4,1048576,32832,1840,0,0
1413,332,56,155696,0,5,166956,86,147456,12,2,5,1048576,320,928,0,0
1414,332,56,67240,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1415,34404,0,0,0,5,95216,56,77824,10,0,7,1048576,33088,37384,0,0
1416,34404,0,0,0,4,0,0,0,11,0,2,4194304,34112,132356,0,0
1417,332,84,36600,0,6,0,0,40960,14,0,7,1048576,33088,100020,0,0
1418,332,28,209568,0,5,0,0,208896,9,0,5,1048576,32768,35200,0,0
1419,332,0,0,6,4,0,0,0,2,31,7,2097152,34112,15912,0,0
1420,332,0,0,0,5,0,0,49152,14,0,5,1048576,32832,0,0,0
1421,332,56,68352,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1422,332,28,115152,0,5,0,0,114688,10,0,4,1048576,32768,31344,1,0
1423,332,56,25224,0,4,0,0,8192,48,0,3,1048576,34144,1364,0,0
1424,332,84,88192,0,5,91808,80,61440,14,0,7,1048576,33024,25504,0,0
1425,332,56,155696,0,5,162688,91,32768,12,1,5,1048576,320,928,0,0
1426,332,0,0,0,4,0,0,40960,6,0,4,1048576,0,3515476,1,0
1427,34404,56,102560,0,6,0,0,69632,14,26,7,1048576,33120,480,0,0
1428,332,0,0,0,5,0,0,0,14,0,5,1048576,32832,0,0,0
1429,332,56,25224,0,4,0,0,8192,48,0,3,1048576,34144,1364,0,0
1430,332,28,8512,0,5,0,0,8192,10,0,5,1048576,33088,436,0,0
1431,332,0,0,0,4,0,0,0,2,25,8,1048576,0,1719416,0,0
1432,332,56,2814544,0,6,0,0,2179072,14,28,4,1048576,33024,480,1,0
1433,332,56,1360976,0,4,0,0,8192,48,0,3,1048576,34144,5176,0,0
1434,332,0,0,0,5,66896,85,40960,12,0,6,1048576,1344,480,0,0
1435,332,0,0,1,4,0,0,3089572,2,30,8,2097152,320,0,0,0
1436,332,0,0,0,5,0,0,49152,10,0,4,1048576,33088,0,0,0
1437,332,0,0,0,5,0,0,102400,14,0,5,1048576,32832,0,0,0
1438,332,84,240320,0,5,247840,52,208896,14,0,6,1048576,49472,385768,0,0
1439,34404,84,786544,0,6,0,0,667648,14,29,7,16777216,33120,480,0,0
1440,332,0,0,0,6,0,0,0,14,29,4,1048576,33088,0,0,0
1441,332,0,0,1,4,0,0,0,3,0,4,1048576,0,0,0,0
1442,332,112,439120,0,5,0,0,348160,14,16,5,1048576,33088,480,0,0
1443,332,0,0,0,5,66784,85,0,12,0,6,1048576,1344,480,0,0
1444,332,56,58416,0,5,0,0,45056,14,0,6,1048576,32768,1896,0,0
1445,332,0,0,0,5,0,0,1024000,14,16,3,1048576,33024,0,0,0
1446,332,56,68316,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1447,332,56,21928,0,4,0,0,8192,48,0,3,1048576,34144,1452,0,0
1448,332,0,0,0,4,0,0,0,2,25,6,1048576,0,2032,0,0
1449,332,84,23284,0,4,0,0,8192,48,0,3,1048576,34144,1340,0,0
1450,332,56,806496,0,6,0,0,729088,14,27,5,1048576,33088,480,0,0
1451,332,28,5024,0,5,0,0,4096,10,0,4,1048576,33024,15280,0,0
1452,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
1453,332,56,58416,0,5,0,0,45056,14,0,6,1048576,32768,1896,0,0
1454,332,0,0,0,5,0,0,16384,10,0,4,1048576,33088,0,0,0
1455,332,0,0,0,5,66896,85,40960,12,0,6,1048576,1344,480,0,0
1456,332,0,0,0,4,0,0,126976,6,0,3,1048576,0,0,0,0
1457,332,56,63312,0,5,0,0,49152,14,0,6,1048576,32768,1952,0,0
1458,332,0,0,0,4,0,0,0,2,25,8,1048576,0,11776,0,0
1459,34404,28,408240,0,6,0,0,339968,14,28,7,1048576,33120,480,0,0
1460,332,56,231512,0,4,0,0,8192,48,0,3,1048576,34144,5984,0,0
1461,34404,0,0,0,4,0,0,419040,2,34,10,2097152,352,0,0,0
1462,332,28,4704,0,5,123760,102,4096,9,0,3,1048576,33024,81096,0,0
1463,332,0,0,1,4,0,0,3007676,2,30,8,2097152,320,0,0,0
1464,332,0,0,0,5,0,0,49152,14,0,5,1048576,64,0,0,0
1465,332,0,0,0,4,0,0,294912,7,10,4,1048576,0,105060,0,0
1466,332,0,0,0,5,0,0,1024000,14,16,3,1048576,33024,0,0,0
1467,332,84,144112,0,5,0,0,143360,12,0,5,1048576,33088,97296,0,0
1468,332,0,0,0,5,0,0,4096,9,0,6,1048576,33024,952,0,0
1469,332,84,235472,0,5,243008,52,204800,14,0,6,1048576,33088,289264,0,0
1470,332,0,0,0,5,0,0,77824,9,0,4,1048576,32768,2008,0,0
1471,34404,0,0,0,6,45312,84,45056,14,16,5,1048576,352,0,0,0
1472,332,28,4528,0,4,0,0,4096,8,0,6,1048576,0,12904,0,0
1473,34404,0,0,0,4,0,0,423132,2,34,10,2097152,352,0,0,0
1474,332,56,67720,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1475,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
1476,332,0,0,0,4,0,0,0,2,25,9,1048576,0,3910296,0,0
1477,332,28,190732,0,5,0,0,143360,14,29,5,2000000,33088,1576,0,0
1478,332,0,0,0,5,0,0,49152,14,0,5,1048576,32832,0,0,0
1479,332,0,0,0,5,66784,85,0,12,0,6,1048576,1344,480,0,0
1480,332,0,0,0,5,0,0,90112,10,0,5,1048576,33024,161344,0,0
1481,332,56,155696,0,5,166956,86,147456,12,2,5,1048576,320,928,0,0
1482,332,28,4640,0,5,0,0,4096,10,0,4,1048576,33024,18848,0,0
1483,332,28,119424,0,5,0,0,118784,9,0,5,1048576,33024,11972,0,0
1484,332,0,0,0,4,0,0,122880,6,0,3,1048576,0,0,0,0
1485,332,0,0,0,4,0,0,0,11,0,2,1048576,0,472,0,0
1486,332,0,0,6,4,0,0,28672,6,0,5,1048576,34112,2584,0,0
1487,332,0,0,0,5,0,0,32768,11,0,4,1048576,33024,100672,0,0
1488,332,0,0,0,4,0,0,331776,8,0,4,1048576,0,58108,0,0
1489,332,28,107040,0,5,0,0,106496,10,0,5,1048576,32768,18216,0,0
1490,332,0,0,0,5,0,0,36864,9,0,4,1048576,32768,164368,0,0
1491,332,0,0,1,4,0,0,2290676,2,30,8,2097152,320,0,0,0
1492,34404,56,193680,0,6,201600,124,163840,14,16,6,1048576,352,480,0,0
1493,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
1494,332,28,4528,0,4,0,0,4096,8,0,6,1048576,0,12904,0,0
1495,34404,28,20480,0,4,0,0,1642820,2,29,10,2097152,32768,1256,0,0
1496,332,56,67100,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1497,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
1498,332,28,4528,0,5,0,0,4096,9,0,3,1048576,33024,54472,0,0
1499,332,56,22324,0,4,0,0,8192,48,0,3,1048576,34112,4544,0,0
1500,332,0,0,0,5,0,4369,65536,10,0,4,1048576,0,488524,0,0
1501,332,28,115152,0,5,0,0,114688,10,0,4,1048576,33024,31344,0,0
1502,332,0,0,0,5,0,0,65536,12,0,5,1048576,33024,116460,0,0
1503,332,28,127536,0,5,0,0,126976,9,0,5,1048576,33024,10016,0,0
1504,332,0,0,1,4,0,0,3077284,2,30,8,2097152,320,0,0,0
1505,332,0,0,1,4,0,0,0,3,4,5,16777216,0,16,0,0
1506,332,84,116896,0,5,0,0,81920,14,0,7,1048576,33024,44592,0,0
1507,332,56,2814544,0,6,0,0,2179072,14,28,4,1048576,33024,480,1,0
1508,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
1509,332,56,68272,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1510,332,56,67196,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1511,332,0,0,0,5,0,0,49152,14,0,5,1048576,32832,0,0,0
1512,332,56,50548,0,4,0,0,8192,48,0,3,1048576,34112,4872,0,0
1513,34404,112,674512,0,6,0,0,614400,14,28,7,1048576,33056,109672,0,0
1514,332,0,0,0,5,0,0,49152,14,0,5,1048576,32832,0,0,0
1515,332,56,98384,0,6,0,0,77824,14,26,4,1048576,33088,0,0,0
1516,332,0,0,0,4,0,0,0,2,25,8,1048576,0,7388,0,0
1517,332,28,91856,0,5,0,0,81920,12,0,4,1048576,33088,0,0,0
1518,332,28,639424,0,5,0,0,638976,10,0,5,1048576,33024,92096,0,0
1519,332,0,0,1,4,0,0,1142784,83,82,10,2097152,0,26552,0,0
1520,332,0,0,0,5,0,0,49152,14,0,5,1048576,64,0,0,0
1521,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,3608,0,0
1522,332,84,240320,0,5,247840,52,208896,14,0,6,1048576,49472,86536,0,0
1523,332,28,68348,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1524,332,0,0,0,6,0,0,0,14,28,5,1048576,33088,14024836,0,0
1525,332,56,64296,0,4,0,0,8192,80,0,3,1048576,34112,1504,0,0
1526,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1312,0,0
1527,332,0,0,0,5,0,0,102400,14,0,5,1048576,32832,0,0,0
1528,332,56,22548,0,4,0,0,8192,48,0,3,1048576,34144,1452,0,0
1529,332,56,155696,0,5,157584,89,28672,12,2,5,1048576,320,928,0,0
1530,332,112,439056,0,5,0,0,348160,14,16,5,1048576,33088,480,0,0
1531,332,0,0,0,4,0,0,94208,8,0,4,1048576,0,5376,1,0
1532,332,56,127808,0,4,0,0,4096,8,0,4,1048576,32832,1840,0,0
1533,332,0,0,0,5,0,0,1024000,14,16,3,1048576,33024,0,0,0
1534,34404,0,0,0,4,0,0,0,11,0,2,4194304,34112,1192,0,0
1535,332,28,111040,0,5,0,0,110592,9,0,4,1048576,32768,105984,0,0
1536,332,0,0,0,4,0,0,831488,6,0,4,1048576,0,224116,0,0
1537,332,0,0,0,5,0,0,49152,14,0,5,1048576,32832,0,0,0
1538,332,0,0,0,5,0,0,0,9,0,4,1048576,33088,1736,0,0
1539,332,28,45456,0,5,0,0,45056,9,0,7,1048576,33024,148200,0,0
1540,332,0,0,0,5,0,0,102400,14,0,5,1048576,32832,0,0,0
1541,332,56,534972,0,6,0,0,466944,14,28,5,1048576,33088,488,0,0
1542,34404,112,1428880,11,6,0,0,196608,14,28,7,1048576,33120,55208,0,0
1543,332,28,4560,0,4,0,0,4096,8,0,4,1048576,0,9168,0,0
1544,332,28,115540,0,4,0,0,8192,48,0,3,1048576,34112,4332,0,0
1545,332,28,725552,0,5,0,0,724992,9,0,4,1048576,33024,37208,0,0
1546,332,56,67196,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1547,332,0,0,0,5,0,0,1024000,14,16,3,1048576,33024,0,0,0
1548,332,56,21580,0,4,0,0,8192,48,0,3,1048576,34144,1452,0,0
1549,332,56,67076,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1550,332,0,0,0,4,0,0,0,2,25,8,1048576,0,58368,0,0
1551,34404,28,191680,0,5,0,0,139264,14,0,7,1048576,33120,62692,0,0
1552,332,56,68296,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1553,332,84,1633584,0,5,0,0,53248,14,0,6,1048576,32768,28168,0,0
1554,34404,0,0,0,5,0,0,1880064,9,0,6,1048576,32768,37952,0,0
1555,332,0,0,1,4,0,0,3077284,2,30,8,3145728,320,0,0,0
1556,332,0,0,0,5,0,0,1024000,14,16,3,1048576,33024,0,0,0
1557,332,56,67100,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1558,332,56,67100,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1559,332,0,0,0,5,66896,85,40960,12,0,6,1048576,1344,480,0,0
1560,332,56,110704,0,6,0,0,86016,14,0,6,1048576,33088,3560,0,0
1561,34404,0,0,0,5,0,0,7098368,14,0,9,1048576,33120,469,1,0
1562,332,0,0,0,5,0,0,49152,14,0,5,1048576,64,0,0,0
1563,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,2568,0,0
1564,332,0,0,0,4,0,0,0,2,25,8,1048576,0,26112,0,0
1565,332,56,453168,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1566,332,56,156176,0,5,0,0,155648,12,0,5,1048576,33024,8712,0,0
1567,332,28,635360,0,5,0,0,634880,9,0,4,1048576,33024,56416,0,0
1568,332,0,0,0,4,0,0,8192,48,0,3,1048576,34112,73000,0,0
1569,34404,28,7520,6,6,0,0,4096,9,0,5,524288,33088,150136,0,0
1570,34404,56,197760,0,6,205696,124,167936,14,16,6,1048576,352,480,0,0
1571,332,0,0,0,4,0,0,0,2,25,8,1048576,0,58368,0,0
1572,332,84,85200,0,5,0,0,53248,14,0,8,1048576,33024,43472,0,0
1573,332,0,0,0,5,0,0,503808,10,0,5,1048576,33088,436,0,0
1574,332,28,123600,0,5,0,0,122880,9,0,8,1048576,0,29772,0,0
1575,332,56,715328,0,6,0,0,643072,14,29,5,1048576,33088,480,0,0
1576,332,28,171872,0,5,0,0,131072,14,0,6,1048576,33088,179780,0,0
1577,332,28,647696,0,5,667376,108,647168,9,0,4,1048576,32768,65136,0,0
1578,332,28,90704,0,5,0,0,90112,9,0,4,1048576,33024,26880,0,0
1579,332,0,0,0,5,66896,85,40960,12,0,6,1048576,1344,480,0,0
1580,332,0,0,0,4,0,0,32768,6,0,4,1048576,0,3448736,1,0
1581,332,28,160400,0,5,0,0,159744,9,0,4,1048576,32768,40904,0,0
1582,34404,56,197760,0,6,205696,124,167936,14,16,6,1048576,352,480,0,0
1583,332,112,1012752,0,5,0,0,823296,14,0,7,1048576,33088,480,0,0
1584,34404,0,0,0,5,95216,56,77824,10,0,7,1048576,33088,37384,0,0
1585,332,0,0,4,4,0,0,12288,5,12,4,1048576,0,240,0,0
1586,332,0,0,0,5,0,4369,65536,10,0,4,1048576,0,488524,0,0
1587,34404,84,28928,0,6,0,0,20480,14,16,6,1048576,33120,2272,0,0
1588,34404,0,0,0,4,0,0,410880,2,34,10,2097152,352,0,0,0
1589,34404,28,191104,0,5,0,0,139264,14,0,7,1048576,33120,75476,0,0
1590,332,0,0,1,4,0,0,0,2,64,6,16777216,0,245392,0,0
1591,332,0,0,0,4,0,0,0,2,25,8,1048576,0,135168,0,0
1592,332,56,22108,0,4,0,0,8192,48,0,3,1048576,34144,1452,0,0
1593,332,28,4672,0,5,0,0,4096,10,0,4,1048576,33024,30080,0,0
1594,332,0,0,0,5,0,0,0,14,16,4,1048576,33088,0,0,0
1595,332,0,0,0,4,0,0,0,2,25,6,0,1,257536,0,0
1596,332,112,13144,0,6,0,0,12288,14,31,5,1048576,33088,5077800,1,0
1597,332,0,0,0,5,0,0,49152,10,0,4,1048576,33088,0,0,0
1598,332,0,0,0,5,0,0,49152,14,0,5,1048576,64,0,0,0
1599,332,28,635344,0,5,0,0,634880,9,0,4,1048576,33024,32800,1,0
1600,332,56,438784,0,5,0,0,368640,14,0,9,1048576,33088,480,0,0
1601,34404,28,20480,0,4,0,0,1642820,2,29,10,2097152,32768,1256,0,0
1602,332,28,639504,0,5,656320,80,638976,9,0,4,1048576,32768,70792,0,0
1603,332,0,0,0,5,0,0,32768,14,0,6,1048576,32768,1896,0,0
1604,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,2568,0,0
1605,332,112,844384,0,5,0,0,765952,14,0,8,1048576,33088,512,0,0
1606,332,0,0,0,5,0,0,49152,14,0,5,1048576,32832,0,0,0
1607,332,0,0,0,4,0,0,0,2,25,8,16777216,0,49040,0,0
1608,332,56,807440,0,6,0,0,729088,14,27,5,1048576,33088,480,0,0
1609,332,84,86528,0,5,0,0,86016,12,0,5,1048576,33088,268680,0,0
1610,332,0,0,0,5,0,0,102400,14,0,5,1048576,64,0,0,0
1611,332,0,0,0,5,0,0,0,14,0,5,1048576,32832,0,0,0
1612,332,0,0,0,5,0,0,1024000,14,16,3,1048576,33024,0,0,0
1613,332,56,68288,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1614,332,0,0,0,4,0,0,0,7,10,4,1048576,0,928,0,0
1615,332,28,77800,0,4,0,0,8192,48,0,3,1048576,34144,1452,0,0
1616,332,56,68104,0,4,0,0,8192,48,0,3,1048576,34144,1500,0,0
1617,332,0,0,6,4,0,0,32768,6,0,5,1048576,34112,17192,0,0
1618,332,0,0,0,5,66784,85,40960,12,0,6,1048576,1344,480,0,0
1619,332,0,0,0,5,0,0,0,14,16,4,1048576,50176,203441,0,0
1620,332,0,0,0,5,0,0,24576,10,0,5,1048576,33024,136028,0,0
1621,332,28,647696,0,5,666960,110,647168,9,0,4,1048576,32768,77840,0,0
1622,332,0,0,0,5,509472,125,167936,9,0,5,1048576,32768,39872,0,0
1623,332,0,0,1,4,0,0,1142784,83,82,10,2097152,0,26552,0,0
1624,332,0,0,0,5,0,0,49152,10,0,4,1048576,33088,0,0,0
1625,332,0,0,0,5,66896,85,40960,12,0,6,1048576,1344,480,0,0
1626,34404,0,0,0,4,0,0,128712,2,50,6,1048576,0,1536,0,0
1627,34404,28,191968,0,5,0,0,139264,14,0,7,1048576,33120,61524,0,0
1628,332,28,664032,0,5,0,0,663552,9,0,4,1048576,33024,108704,0,0
1629,332,0,0,1,4,0,0,0,3,4,2,16777216,0,16,0,0
1630,332,0,0,0,4,0,0,67324,2,50,5,1048576,0,224380,0,0
1631,332,56,40596,0,4,0,0,8192,48,0,3,1048576,34144,1452,0,0
1632,332,0,0,0,5,0,0,1024000,14,16,3,1048576,33024,0,0,0
